,MVT_GT_Tulsa OK
2015-04-01 00:00:00,34
2015-05-01 00:00:00,67
2015-06-01 00:00:00,32
2015-10-01 00:00:00,43
2015-12-01 00:00:00,6
2016-03-01 00:00:00,42
2016-05-01 00:00:00,44
2016-08-01 00:00:00,80
2016-11-01 00:00:00,42
2016-12-01 00:00:00,33
2017-01-01 00:00:00,70
2017-04-01 00:00:00,100
2017-06-01 00:00:00,16
2017-10-01 00:00:00,31
2017-11-01 00:00:00,25
2018-01-01 00:00:00,30
2018-02-01 00:00:00,36
2018-03-01 00:00:00,44
2018-04-01 00:00:00,29
2018-05-01 00:00:00,90
2018-06-01 00:00:00,64
2018-08-01 00:00:00,49
2018-09-01 00:00:00,28
2018-10-01 00:00:00,70
2018-12-01 00:00:00,50
2019-01-01 00:00:00,54
2019-02-01 00:00:00,64
2019-04-01 00:00:00,25
2019-05-01 00:00:00,56
2019-06-01 00:00:00,28
2019-08-01 00:00:00,76
2019-09-01 00:00:00,38
2019-10-01 00:00:00,49
2019-12-01 00:00:00,65
2020-01-01 00:00:00,37
2020-06-01 00:00:00,65
2020-07-01 00:00:00,41
2020-08-01 00:00:00,75
2020-09-01 00:00:00,53
2020-10-01 00:00:00,43
2020-11-01 00:00:00,23
2021-01-01 00:00:00,96
2021-02-01 00:00:00,84
2021-03-01 00:00:00,30
2021-04-01 00:00:00,43
2021-05-01 00:00:00,57
2021-07-01 00:00:00,69
2021-08-01 00:00:00,41
2021-09-01 00:00:00,55
2021-10-01 00:00:00,44
2022-01-01 00:00:00,51
2022-02-01 00:00:00,79
2022-04-01 00:00:00,35
2022-05-01 00:00:00,55
2022-06-01 00:00:00,89
2022-08-01 00:00:00,41
2022-09-01 00:00:00,32
2022-10-01 00:00:00,38
2022-12-01 00:00:00,16
