,MVT_GT_New Orleans LA
10/01/2015 00:00:00,73
12/01/2015 00:00:00,90
02/01/2016 00:00:00,60
08/01/2016 00:00:00,80
12/01/2016 00:00:00,46
02/01/2017 00:00:00,73
03/01/2017 00:00:00,42
06/01/2017 00:00:00,74
09/01/2017 00:00:00,47
02/01/2018 00:00:00,49
05/01/2018 00:00:00,53
08/01/2018 00:00:00,45
09/01/2018 00:00:00,53
10/01/2018 00:00:00,46
11/01/2018 00:00:00,51
12/01/2018 00:00:00,76
03/01/2019 00:00:00,92
05/01/2019 00:00:00,74
06/01/2019 00:00:00,57
07/01/2019 00:00:00,57
11/01/2019 00:00:00,37
01/01/2020 00:00:00,100
02/01/2020 00:00:00,49
04/01/2020 00:00:00,62
05/01/2020 00:00:00,34
06/01/2020 00:00:00,35
09/01/2020 00:00:00,42
10/01/2020 00:00:00,42
11/01/2020 00:00:00,47
01/01/2021 00:00:00,36
03/01/2021 00:00:00,35
04/01/2021 00:00:00,53
05/01/2021 00:00:00,39
01/01/2022 00:00:00,91
02/01/2022 00:00:00,70
03/01/2022 00:00:00,61
04/01/2022 00:00:00,68
05/01/2022 00:00:00,37
07/01/2022 00:00:00,69
08/01/2022 00:00:00,41
09/01/2022 00:00:00,36
11/01/2022 00:00:00,55
12/01/2022 00:00:00,45
