,MVT_GT_Bakersfield CA
2015-05-01 00:00:00,40
2015-06-01 00:00:00,95
2015-10-01 00:00:00,57
2016-03-01 00:00:00,28
2016-09-01 00:00:00,30
2016-10-01 00:00:00,56
2016-12-01 00:00:00,76
2017-04-01 00:00:00,40
2017-05-01 00:00:00,38
2017-06-01 00:00:00,23
2017-09-01 00:00:00,100
2017-10-01 00:00:00,20
2017-11-01 00:00:00,46
2018-04-01 00:00:00,23
2018-05-01 00:00:00,22
2018-06-01 00:00:00,23
2018-09-01 00:00:00,28
2018-11-01 00:00:00,48
2019-02-01 00:00:00,73
2019-07-01 00:00:00,37
2019-08-01 00:00:00,36
2019-09-01 00:00:00,42
2019-10-01 00:00:00,39
2020-01-01 00:00:00,32
2020-02-01 00:00:00,22
2020-03-01 00:00:00,15
2020-07-01 00:00:00,23
2020-08-01 00:00:00,14
2020-09-01 00:00:00,33
2020-11-01 00:00:00,29
2021-02-01 00:00:00,32
2021-04-01 00:00:00,26
2021-06-01 00:00:00,39
2021-07-01 00:00:00,26
2021-09-01 00:00:00,30
2021-10-01 00:00:00,31
2021-11-01 00:00:00,51
2021-12-01 00:00:00,28
2022-02-01 00:00:00,27
2022-04-01 00:00:00,22
2022-05-01 00:00:00,20
2022-06-01 00:00:00,27
2022-07-01 00:00:00,45
2022-08-01 00:00:00,18
2022-10-01 00:00:00,18
2022-11-01 00:00:00,24
2022-12-01 00:00:00,46
