,MVT_GT_Memphis TN
2015-04-01 00:00:00,20
2015-05-01 00:00:00,26
2015-08-01 00:00:00,100
2015-11-01 00:00:00,36
2015-12-01 00:00:00,35
2016-01-01 00:00:00,52
2016-02-01 00:00:00,44
2016-04-01 00:00:00,20
2016-05-01 00:00:00,17
2016-06-01 00:00:00,18
2016-07-01 00:00:00,38
2016-08-01 00:00:00,20
2016-09-01 00:00:00,42
2016-11-01 00:00:00,94
2016-12-01 00:00:00,98
2017-01-01 00:00:00,54
2017-04-01 00:00:00,19
2017-05-01 00:00:00,70
2017-06-01 00:00:00,18
2017-08-01 00:00:00,72
2017-09-01 00:00:00,20
2017-10-01 00:00:00,67
2017-11-01 00:00:00,59
2017-12-01 00:00:00,39
2018-01-01 00:00:00,25
2018-02-01 00:00:00,20
2018-03-01 00:00:00,53
2018-04-01 00:00:00,61
2018-06-01 00:00:00,26
2018-07-01 00:00:00,57
2018-09-01 00:00:00,20
2018-10-01 00:00:00,30
2018-12-01 00:00:00,78
2019-02-01 00:00:00,35
2019-03-01 00:00:00,21
2019-05-01 00:00:00,43
2019-06-01 00:00:00,52
2019-08-01 00:00:00,28
2019-09-01 00:00:00,31
2019-11-01 00:00:00,32
2019-12-01 00:00:00,29
2020-01-01 00:00:00,31
2020-03-01 00:00:00,14
2020-05-01 00:00:00,31
2020-06-01 00:00:00,34
2020-07-01 00:00:00,31
2020-08-01 00:00:00,23
2020-09-01 00:00:00,59
2020-10-01 00:00:00,27
2020-11-01 00:00:00,29
2020-12-01 00:00:00,48
2021-01-01 00:00:00,33
2021-02-01 00:00:00,36
2021-06-01 00:00:00,33
2021-07-01 00:00:00,47
2021-08-01 00:00:00,23
2021-09-01 00:00:00,75
2021-10-01 00:00:00,91
2021-11-01 00:00:00,39
2021-12-01 00:00:00,43
2022-01-01 00:00:00,29
2022-02-01 00:00:00,48
2022-03-01 00:00:00,16
2022-04-01 00:00:00,29
2022-06-01 00:00:00,29
2022-07-01 00:00:00,58
2022-08-01 00:00:00,60
2022-10-01 00:00:00,81
2022-12-01 00:00:00,66
