,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,11
2015-03-01 00:00:00,26
2015-04-01 00:00:00,23
2015-06-01 00:00:00,25
2015-07-01 00:00:00,100
2015-08-01 00:00:00,51
2015-10-01 00:00:00,23
2016-01-01 00:00:00,35
2016-03-01 00:00:00,20
2016-04-01 00:00:00,17
2016-05-01 00:00:00,38
2016-06-01 00:00:00,34
2016-07-01 00:00:00,67
2016-08-01 00:00:00,56
2016-09-01 00:00:00,17
2016-10-01 00:00:00,42
2016-11-01 00:00:00,22
2016-12-01 00:00:00,25
2017-01-01 00:00:00,42
2017-02-01 00:00:00,16
2017-03-01 00:00:00,46
2017-04-01 00:00:00,24
2017-05-01 00:00:00,48
2017-06-01 00:00:00,47
2017-07-01 00:00:00,37
2017-08-01 00:00:00,43
2017-09-01 00:00:00,42
2017-12-01 00:00:00,63
2018-01-01 00:00:00,24
2018-02-01 00:00:00,64
2018-03-01 00:00:00,57
2018-04-01 00:00:00,34
2018-06-01 00:00:00,61
2018-07-01 00:00:00,22
2018-08-01 00:00:00,50
2018-09-01 00:00:00,18
2018-10-01 00:00:00,29
2018-11-01 00:00:00,18
2018-12-01 00:00:00,25
2019-01-01 00:00:00,35
2019-02-01 00:00:00,19
2019-03-01 00:00:00,13
2019-04-01 00:00:00,27
2019-05-01 00:00:00,57
2019-06-01 00:00:00,36
2019-07-01 00:00:00,18
2019-08-01 00:00:00,24
2019-09-01 00:00:00,18
2019-11-01 00:00:00,34
2019-12-01 00:00:00,35
2020-01-01 00:00:00,43
2020-02-01 00:00:00,59
2020-03-01 00:00:00,19
2020-04-01 00:00:00,25
2020-06-01 00:00:00,29
2020-07-01 00:00:00,32
2020-08-01 00:00:00,27
2020-10-01 00:00:00,17
2020-11-01 00:00:00,38
2020-12-01 00:00:00,29
2021-01-01 00:00:00,21
2021-02-01 00:00:00,27
2021-06-01 00:00:00,19
2021-07-01 00:00:00,26
2021-08-01 00:00:00,31
2021-09-01 00:00:00,32
2021-10-01 00:00:00,19
2021-12-01 00:00:00,20
2022-01-01 00:00:00,40
2022-02-01 00:00:00,41
2022-03-01 00:00:00,32
2022-04-01 00:00:00,14
2022-05-01 00:00:00,12
2022-06-01 00:00:00,30
2022-08-01 00:00:00,13
2022-09-01 00:00:00,16
2022-10-01 00:00:00,31
2022-11-01 00:00:00,36
2022-12-01 00:00:00,21
