,MVT_GT_Cincinnati OH
01/01/2015 00:00:00,56
01/01/2016 00:00:00,34
02/01/2016 00:00:00,40
03/01/2016 00:00:00,63
06/01/2016 00:00:00,47
10/01/2016 00:00:00,53
11/01/2016 00:00:00,41
02/01/2017 00:00:00,44
03/01/2017 00:00:00,36
05/01/2017 00:00:00,32
07/01/2017 00:00:00,42
08/01/2017 00:00:00,42
09/01/2017 00:00:00,29
11/01/2017 00:00:00,54
12/01/2017 00:00:00,42
02/01/2018 00:00:00,66
04/01/2018 00:00:00,33
05/01/2018 00:00:00,32
08/01/2018 00:00:00,45
09/01/2018 00:00:00,37
10/01/2018 00:00:00,40
12/01/2018 00:00:00,46
02/01/2019 00:00:00,43
04/01/2019 00:00:00,35
05/01/2019 00:00:00,36
06/01/2019 00:00:00,32
08/01/2019 00:00:00,31
09/01/2019 00:00:00,32
10/01/2019 00:00:00,33
12/01/2019 00:00:00,34
01/01/2020 00:00:00,41
02/01/2020 00:00:00,55
03/01/2020 00:00:00,31
05/01/2020 00:00:00,36
07/01/2020 00:00:00,41
08/01/2020 00:00:00,45
09/01/2020 00:00:00,28
11/01/2020 00:00:00,29
12/01/2020 00:00:00,47
01/01/2021 00:00:00,35
02/01/2021 00:00:00,28
03/01/2021 00:00:00,44
05/01/2021 00:00:00,31
06/01/2021 00:00:00,57
08/01/2021 00:00:00,30
09/01/2021 00:00:00,40
10/01/2021 00:00:00,100
11/01/2021 00:00:00,42
12/01/2021 00:00:00,32
01/01/2022 00:00:00,50
02/01/2022 00:00:00,44
03/01/2022 00:00:00,65
04/01/2022 00:00:00,49
06/01/2022 00:00:00,28
07/01/2022 00:00:00,74
08/01/2022 00:00:00,63
09/01/2022 00:00:00,61
10/01/2022 00:00:00,76
11/01/2022 00:00:00,28
12/01/2022 00:00:00,78
