,MVT_GT_El Paso TX
2015-07-01 00:00:00,33
2015-08-01 00:00:00,71
2015-09-01 00:00:00,30
2015-10-01 00:00:00,37
2016-05-01 00:00:00,30
2016-10-01 00:00:00,28
2016-11-01 00:00:00,24
2017-01-01 00:00:00,41
2017-08-01 00:00:00,28
2017-11-01 00:00:00,54
2017-12-01 00:00:00,47
2018-03-01 00:00:00,28
2018-04-01 00:00:00,22
2018-08-01 00:00:00,29
2018-09-01 00:00:00,24
2018-10-01 00:00:00,25
2018-11-01 00:00:00,36
2019-03-01 00:00:00,48
2019-04-01 00:00:00,40
2019-05-01 00:00:00,47
2019-09-01 00:00:00,100
2019-10-01 00:00:00,31
2020-01-01 00:00:00,41
2020-03-01 00:00:00,23
2020-04-01 00:00:00,26
2020-05-01 00:00:00,42
2020-06-01 00:00:00,28
2020-07-01 00:00:00,23
2020-10-01 00:00:00,14
2020-11-01 00:00:00,37
2020-12-01 00:00:00,31
2021-01-01 00:00:00,22
2021-02-01 00:00:00,26
2021-03-01 00:00:00,18
2021-04-01 00:00:00,15
2021-05-01 00:00:00,22
2021-06-01 00:00:00,19
2021-07-01 00:00:00,23
2021-08-01 00:00:00,21
2021-09-01 00:00:00,24
2021-10-01 00:00:00,17
2021-11-01 00:00:00,26
2021-12-01 00:00:00,42
2022-01-01 00:00:00,23
2022-02-01 00:00:00,45
2022-03-01 00:00:00,28
2022-04-01 00:00:00,43
2022-05-01 00:00:00,37
2022-06-01 00:00:00,44
2022-07-01 00:00:00,28
2022-08-01 00:00:00,17
2022-10-01 00:00:00,72
2022-11-01 00:00:00,17
2022-12-01 00:00:00,29
