,MVT_GT_Tucson AZ
2015-01-01 00:00:00,39
2015-03-01 00:00:00,44
2015-04-01 00:00:00,30
2015-05-01 00:00:00,37
2015-08-01 00:00:00,39
2015-12-01 00:00:00,44
2016-01-01 00:00:00,31
2016-04-01 00:00:00,34
2016-08-01 00:00:00,52
2016-10-01 00:00:00,56
2016-12-01 00:00:00,40
2017-01-01 00:00:00,54
2017-04-01 00:00:00,51
2017-05-01 00:00:00,31
2017-08-01 00:00:00,24
2017-10-01 00:00:00,75
2018-04-01 00:00:00,59
2018-10-01 00:00:00,33
2019-03-01 00:00:00,98
2019-04-01 00:00:00,66
2019-05-01 00:00:00,39
2019-07-01 00:00:00,70
2019-08-01 00:00:00,100
2019-10-01 00:00:00,80
2019-11-01 00:00:00,44
2019-12-01 00:00:00,41
2020-01-01 00:00:00,86
2020-02-01 00:00:00,35
2020-04-01 00:00:00,47
2020-05-01 00:00:00,33
2020-06-01 00:00:00,25
2020-08-01 00:00:00,48
2020-09-01 00:00:00,20
2020-10-01 00:00:00,37
2020-11-01 00:00:00,31
2021-02-01 00:00:00,24
2021-09-01 00:00:00,35
2021-12-01 00:00:00,51
2022-02-01 00:00:00,43
2022-03-01 00:00:00,71
2022-04-01 00:00:00,19
2022-05-01 00:00:00,17
2022-06-01 00:00:00,30
2022-07-01 00:00:00,67
2022-08-01 00:00:00,33
2022-09-01 00:00:00,69
2022-11-01 00:00:00,35
2022-12-01 00:00:00,36
