,MVT_GT_Cincinnati OH
03/01/2016 00:00:00,88
04/01/2016 00:00:00,45
05/01/2016 00:00:00,45
06/01/2016 00:00:00,88
07/01/2016 00:00:00,82
09/01/2016 00:00:00,43
12/01/2016 00:00:00,52
03/01/2017 00:00:00,57
06/01/2017 00:00:00,48
07/01/2017 00:00:00,60
08/01/2017 00:00:00,44
10/01/2017 00:00:00,37
02/01/2018 00:00:00,53
03/01/2018 00:00:00,60
04/01/2018 00:00:00,38
07/01/2018 00:00:00,57
08/01/2018 00:00:00,75
10/01/2018 00:00:00,63
11/01/2018 00:00:00,60
01/01/2019 00:00:00,38
02/01/2019 00:00:00,72
04/01/2019 00:00:00,53
05/01/2019 00:00:00,46
06/01/2019 00:00:00,37
07/01/2019 00:00:00,45
08/01/2019 00:00:00,59
09/01/2019 00:00:00,51
10/01/2019 00:00:00,55
11/01/2019 00:00:00,34
12/01/2019 00:00:00,41
01/01/2020 00:00:00,54
02/01/2020 00:00:00,44
03/01/2020 00:00:00,28
05/01/2020 00:00:00,42
07/01/2020 00:00:00,37
08/01/2020 00:00:00,56
10/01/2020 00:00:00,34
12/01/2020 00:00:00,48
01/01/2021 00:00:00,34
02/01/2021 00:00:00,47
03/01/2021 00:00:00,55
05/01/2021 00:00:00,43
06/01/2021 00:00:00,90
08/01/2021 00:00:00,38
09/01/2021 00:00:00,51
10/01/2021 00:00:00,78
11/01/2021 00:00:00,56
01/01/2022 00:00:00,68
03/01/2022 00:00:00,81
04/01/2022 00:00:00,52
05/01/2022 00:00:00,37
07/01/2022 00:00:00,82
08/01/2022 00:00:00,77
09/01/2022 00:00:00,100
10/01/2022 00:00:00,88
12/01/2022 00:00:00,96
