,MVT_GT_Omaha NE
2015-04-01 00:00:00,73
2015-05-01 00:00:00,20
2015-07-01 00:00:00,21
2015-08-01 00:00:00,21
2015-09-01 00:00:00,22
2015-11-01 00:00:00,53
2015-12-01 00:00:00,17
2016-03-01 00:00:00,42
2016-05-01 00:00:00,16
2016-07-01 00:00:00,25
2016-08-01 00:00:00,37
2016-09-01 00:00:00,23
2016-10-01 00:00:00,36
2016-11-01 00:00:00,40
2016-12-01 00:00:00,27
2017-05-01 00:00:00,38
2017-08-01 00:00:00,26
2017-09-01 00:00:00,73
2017-10-01 00:00:00,22
2017-11-01 00:00:00,13
2018-01-01 00:00:00,31
2018-02-01 00:00:00,20
2018-03-01 00:00:00,27
2018-04-01 00:00:00,19
2018-05-01 00:00:00,58
2018-09-01 00:00:00,18
2018-10-01 00:00:00,25
2018-11-01 00:00:00,14
2019-03-01 00:00:00,19
2019-05-01 00:00:00,100
2019-07-01 00:00:00,23
2019-10-01 00:00:00,20
2019-11-01 00:00:00,38
2019-12-01 00:00:00,23
2020-01-01 00:00:00,12
2020-02-01 00:00:00,17
2020-03-01 00:00:00,14
2020-05-01 00:00:00,23
2020-06-01 00:00:00,33
2020-08-01 00:00:00,27
2020-09-01 00:00:00,33
2020-10-01 00:00:00,48
2020-12-01 00:00:00,33
2021-01-01 00:00:00,27
2021-03-01 00:00:00,29
2021-05-01 00:00:00,53
2021-06-01 00:00:00,18
2021-07-01 00:00:00,18
2021-08-01 00:00:00,15
2021-09-01 00:00:00,23
2021-10-01 00:00:00,40
2021-12-01 00:00:00,16
2022-02-01 00:00:00,26
2022-03-01 00:00:00,55
2022-04-01 00:00:00,43
2022-05-01 00:00:00,32
2022-06-01 00:00:00,15
2022-07-01 00:00:00,25
2022-08-01 00:00:00,13
2022-09-01 00:00:00,53
2022-11-01 00:00:00,24
2022-12-01 00:00:00,46
