,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,33
2015-03-01 00:00:00,100
2015-05-01 00:00:00,35
2015-10-01 00:00:00,35
2015-11-01 00:00:00,67
2015-12-01 00:00:00,41
2016-02-01 00:00:00,51
2016-04-01 00:00:00,37
2016-06-01 00:00:00,82
2016-07-01 00:00:00,28
2016-08-01 00:00:00,44
2016-10-01 00:00:00,29
2016-11-01 00:00:00,26
2016-12-01 00:00:00,45
2017-01-01 00:00:00,55
2017-02-01 00:00:00,28
2017-03-01 00:00:00,34
2017-04-01 00:00:00,26
2017-05-01 00:00:00,32
2017-06-01 00:00:00,50
2017-07-01 00:00:00,70
2017-08-01 00:00:00,44
2017-09-01 00:00:00,22
2017-11-01 00:00:00,39
2018-01-01 00:00:00,25
2018-02-01 00:00:00,53
2018-03-01 00:00:00,15
2018-04-01 00:00:00,39
2018-05-01 00:00:00,38
2018-06-01 00:00:00,38
2018-07-01 00:00:00,34
2018-09-01 00:00:00,41
2018-10-01 00:00:00,49
2018-11-01 00:00:00,40
2018-12-01 00:00:00,57
2019-01-01 00:00:00,36
2019-02-01 00:00:00,47
2019-03-01 00:00:00,44
2019-04-01 00:00:00,32
2019-05-01 00:00:00,23
2019-07-01 00:00:00,35
2019-08-01 00:00:00,34
2019-09-01 00:00:00,27
2019-10-01 00:00:00,35
2019-11-01 00:00:00,45
2019-12-01 00:00:00,45
2020-01-01 00:00:00,77
2020-02-01 00:00:00,36
2020-03-01 00:00:00,14
2020-04-01 00:00:00,52
2020-06-01 00:00:00,20
2020-07-01 00:00:00,24
2020-08-01 00:00:00,34
2020-09-01 00:00:00,14
2020-10-01 00:00:00,37
2020-11-01 00:00:00,28
2020-12-01 00:00:00,45
2021-01-01 00:00:00,39
2021-02-01 00:00:00,81
2021-03-01 00:00:00,31
2021-05-01 00:00:00,50
2021-06-01 00:00:00,85
2021-07-01 00:00:00,12
2021-08-01 00:00:00,61
2021-09-01 00:00:00,34
2021-10-01 00:00:00,46
2021-11-01 00:00:00,35
2021-12-01 00:00:00,30
2022-01-01 00:00:00,28
2022-02-01 00:00:00,33
2022-03-01 00:00:00,28
2022-04-01 00:00:00,46
2022-05-01 00:00:00,16
2022-06-01 00:00:00,13
2022-07-01 00:00:00,35
2022-08-01 00:00:00,19
2022-09-01 00:00:00,55
2022-10-01 00:00:00,25
2022-11-01 00:00:00,31
2022-12-01 00:00:00,56
