,MVT_GT_Omaha NE
2015-02-01 00:00:00,24
2015-03-01 00:00:00,40
2015-07-01 00:00:00,36
2015-11-01 00:00:00,33
2016-01-01 00:00:00,71
2016-03-01 00:00:00,79
2016-06-01 00:00:00,22
2016-07-01 00:00:00,40
2016-08-01 00:00:00,53
2016-09-01 00:00:00,30
2016-11-01 00:00:00,50
2016-12-01 00:00:00,46
2017-02-01 00:00:00,51
2017-03-01 00:00:00,24
2017-04-01 00:00:00,52
2017-05-01 00:00:00,32
2017-10-01 00:00:00,34
2018-01-01 00:00:00,48
2018-02-01 00:00:00,22
2018-03-01 00:00:00,46
2018-05-01 00:00:00,36
2018-07-01 00:00:00,54
2018-09-01 00:00:00,49
2018-10-01 00:00:00,54
2018-12-01 00:00:00,36
2019-01-01 00:00:00,34
2019-05-01 00:00:00,52
2019-07-01 00:00:00,28
2019-08-01 00:00:00,82
2019-09-01 00:00:00,36
2019-11-01 00:00:00,34
2019-12-01 00:00:00,17
2020-01-01 00:00:00,20
2020-02-01 00:00:00,33
2020-03-01 00:00:00,58
2020-04-01 00:00:00,33
2020-05-01 00:00:00,94
2020-06-01 00:00:00,52
2020-08-01 00:00:00,66
2020-09-01 00:00:00,31
2020-10-01 00:00:00,32
2020-12-01 00:00:00,76
2021-01-01 00:00:00,26
2021-02-01 00:00:00,30
2021-04-01 00:00:00,35
2021-05-01 00:00:00,39
2021-06-01 00:00:00,61
2021-10-01 00:00:00,21
2021-11-01 00:00:00,100
2021-12-01 00:00:00,47
2022-01-01 00:00:00,48
2022-02-01 00:00:00,55
2022-03-01 00:00:00,55
2022-04-01 00:00:00,66
2022-05-01 00:00:00,26
2022-06-01 00:00:00,24
2022-07-01 00:00:00,52
2022-08-01 00:00:00,20
2022-09-01 00:00:00,50
2022-11-01 00:00:00,47
2022-12-01 00:00:00,43
