,MVT_GT_Albuquerque-Santa Fe NM
2015-01-01 00:00:00,54
2015-03-01 00:00:00,66
2015-04-01 00:00:00,81
2015-06-01 00:00:00,28
2015-07-01 00:00:00,22
2015-09-01 00:00:00,100
2015-10-01 00:00:00,32
2015-11-01 00:00:00,20
2016-03-01 00:00:00,17
2016-04-01 00:00:00,13
2016-06-01 00:00:00,27
2016-07-01 00:00:00,49
2016-08-01 00:00:00,30
2016-10-01 00:00:00,17
2016-11-01 00:00:00,20
2016-12-01 00:00:00,24
2017-01-01 00:00:00,19
2017-02-01 00:00:00,40
2017-03-01 00:00:00,27
2017-04-01 00:00:00,12
2017-05-01 00:00:00,14
2017-06-01 00:00:00,21
2017-07-01 00:00:00,13
2017-08-01 00:00:00,19
2017-09-01 00:00:00,23
2017-10-01 00:00:00,36
2017-11-01 00:00:00,34
2017-12-01 00:00:00,27
2018-01-01 00:00:00,37
2018-03-01 00:00:00,43
2018-04-01 00:00:00,38
2018-05-01 00:00:00,53
2018-06-01 00:00:00,30
2018-07-01 00:00:00,20
2018-08-01 00:00:00,29
2018-09-01 00:00:00,20
2018-10-01 00:00:00,31
2018-11-01 00:00:00,13
2018-12-01 00:00:00,20
2019-01-01 00:00:00,30
2019-02-01 00:00:00,48
2019-03-01 00:00:00,18
2019-04-01 00:00:00,23
2019-05-01 00:00:00,28
2019-06-01 00:00:00,13
2019-07-01 00:00:00,26
2019-08-01 00:00:00,23
2019-09-01 00:00:00,17
2019-10-01 00:00:00,12
2019-11-01 00:00:00,26
2019-12-01 00:00:00,28
2020-01-01 00:00:00,11
2020-03-01 00:00:00,25
2020-04-01 00:00:00,26
2020-07-01 00:00:00,28
2020-08-01 00:00:00,13
2020-09-01 00:00:00,20
2020-10-01 00:00:00,45
2020-11-01 00:00:00,19
2020-12-01 00:00:00,37
2021-02-01 00:00:00,28
2021-03-01 00:00:00,18
2021-04-01 00:00:00,17
2021-05-01 00:00:00,12
2021-06-01 00:00:00,38
2021-07-01 00:00:00,11
2021-08-01 00:00:00,74
2021-11-01 00:00:00,27
2021-12-01 00:00:00,27
2022-01-01 00:00:00,23
2022-02-01 00:00:00,26
2022-03-01 00:00:00,43
2022-04-01 00:00:00,32
2022-05-01 00:00:00,24
2022-06-01 00:00:00,23
2022-07-01 00:00:00,18
2022-08-01 00:00:00,34
2022-09-01 00:00:00,23
2022-10-01 00:00:00,20
2022-11-01 00:00:00,16
2022-12-01 00:00:00,12
