,MVT_GT_Tucson AZ
2015-01-01 00:00:00,81
2015-03-01 00:00:00,60
2015-08-01 00:00:00,28
2015-09-01 00:00:00,46
2016-01-01 00:00:00,52
2016-04-01 00:00:00,23
2016-07-01 00:00:00,45
2016-11-01 00:00:00,27
2017-01-01 00:00:00,23
2017-04-01 00:00:00,37
2017-07-01 00:00:00,53
2017-08-01 00:00:00,58
2017-09-01 00:00:00,27
2017-10-01 00:00:00,55
2017-11-01 00:00:00,48
2017-12-01 00:00:00,90
2018-02-01 00:00:00,61
2018-03-01 00:00:00,37
2018-04-01 00:00:00,100
2018-05-01 00:00:00,19
2018-07-01 00:00:00,35
2018-09-01 00:00:00,47
2018-10-01 00:00:00,33
2018-11-01 00:00:00,29
2018-12-01 00:00:00,28
2019-01-01 00:00:00,27
2019-02-01 00:00:00,89
2019-04-01 00:00:00,65
2019-08-01 00:00:00,50
2019-09-01 00:00:00,24
2019-11-01 00:00:00,21
2019-12-01 00:00:00,41
2020-01-01 00:00:00,31
2020-05-01 00:00:00,21
2020-06-01 00:00:00,18
2020-08-01 00:00:00,27
2020-09-01 00:00:00,29
2020-11-01 00:00:00,42
2020-12-01 00:00:00,25
2021-02-01 00:00:00,31
2021-06-01 00:00:00,43
2021-08-01 00:00:00,38
2021-11-01 00:00:00,28
2021-12-01 00:00:00,18
2022-03-01 00:00:00,68
2022-04-01 00:00:00,42
2022-05-01 00:00:00,15
2022-06-01 00:00:00,19
2022-07-01 00:00:00,30
2022-08-01 00:00:00,23
2022-11-01 00:00:00,42
