,MVT_GT_Cincinnati OH
04/01/2015 00:00:00,62
12/01/2015 00:00:00,64
03/01/2016 00:00:00,97
04/01/2016 00:00:00,42
05/01/2016 00:00:00,77
06/01/2016 00:00:00,51
07/01/2016 00:00:00,54
08/01/2016 00:00:00,46
10/01/2016 00:00:00,59
01/01/2017 00:00:00,46
03/01/2017 00:00:00,49
06/01/2017 00:00:00,58
07/01/2017 00:00:00,50
08/01/2017 00:00:00,46
11/01/2017 00:00:00,48
12/01/2017 00:00:00,62
02/01/2018 00:00:00,41
03/01/2018 00:00:00,43
08/01/2018 00:00:00,64
09/01/2018 00:00:00,58
10/01/2018 00:00:00,37
12/01/2018 00:00:00,37
02/01/2019 00:00:00,65
04/01/2019 00:00:00,62
06/01/2019 00:00:00,37
08/01/2019 00:00:00,99
09/01/2019 00:00:00,78
10/01/2019 00:00:00,53
11/01/2019 00:00:00,38
12/01/2019 00:00:00,38
01/01/2020 00:00:00,56
02/01/2020 00:00:00,37
03/01/2020 00:00:00,48
05/01/2020 00:00:00,61
08/01/2020 00:00:00,56
09/01/2020 00:00:00,59
11/01/2020 00:00:00,42
12/01/2020 00:00:00,56
01/01/2021 00:00:00,38
02/01/2021 00:00:00,41
03/01/2021 00:00:00,57
05/01/2021 00:00:00,35
06/01/2021 00:00:00,68
07/01/2021 00:00:00,46
08/01/2021 00:00:00,62
09/01/2021 00:00:00,51
10/01/2021 00:00:00,89
11/01/2021 00:00:00,79
01/01/2022 00:00:00,70
03/01/2022 00:00:00,73
04/01/2022 00:00:00,69
05/01/2022 00:00:00,55
06/01/2022 00:00:00,61
07/01/2022 00:00:00,85
08/01/2022 00:00:00,57
09/01/2022 00:00:00,89
10/01/2022 00:00:00,77
11/01/2022 00:00:00,37
12/01/2022 00:00:00,100
