,MVT_GT_New Orleans LA
02/01/2015 00:00:00,62
03/01/2016 00:00:00,49
10/01/2016 00:00:00,38
02/01/2017 00:00:00,39
10/01/2017 00:00:00,34
11/01/2017 00:00:00,38
12/01/2017 00:00:00,40
04/01/2018 00:00:00,39
05/01/2018 00:00:00,33
09/01/2018 00:00:00,36
11/01/2018 00:00:00,43
12/01/2018 00:00:00,100
06/01/2019 00:00:00,49
07/01/2019 00:00:00,58
08/01/2019 00:00:00,32
11/01/2019 00:00:00,46
01/01/2020 00:00:00,75
02/01/2020 00:00:00,40
04/01/2020 00:00:00,51
07/01/2020 00:00:00,33
08/01/2020 00:00:00,44
09/01/2020 00:00:00,37
10/01/2020 00:00:00,47
11/01/2020 00:00:00,34
03/01/2021 00:00:00,53
04/01/2021 00:00:00,32
12/01/2021 00:00:00,62
01/01/2022 00:00:00,36
02/01/2022 00:00:00,75
03/01/2022 00:00:00,45
04/01/2022 00:00:00,60
06/01/2022 00:00:00,39
07/01/2022 00:00:00,50
08/01/2022 00:00:00,39
09/01/2022 00:00:00,62
10/01/2022 00:00:00,61
12/01/2022 00:00:00,47
