,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,79
2015-02-01 00:00:00,61
2015-05-01 00:00:00,73
2015-12-01 00:00:00,100
2016-01-01 00:00:00,49
2016-03-01 00:00:00,50
2016-04-01 00:00:00,26
2016-07-01 00:00:00,32
2016-12-01 00:00:00,40
2017-02-01 00:00:00,33
2017-03-01 00:00:00,25
2017-04-01 00:00:00,30
2017-05-01 00:00:00,34
2017-07-01 00:00:00,74
2017-10-01 00:00:00,38
2017-11-01 00:00:00,28
2018-01-01 00:00:00,30
2018-02-01 00:00:00,79
2018-03-01 00:00:00,21
2018-04-01 00:00:00,44
2018-05-01 00:00:00,40
2018-06-01 00:00:00,49
2018-07-01 00:00:00,20
2018-08-01 00:00:00,48
2018-09-01 00:00:00,64
2018-10-01 00:00:00,43
2018-11-01 00:00:00,61
2018-12-01 00:00:00,37
2019-01-01 00:00:00,19
2019-02-01 00:00:00,39
2019-03-01 00:00:00,49
2019-04-01 00:00:00,23
2019-05-01 00:00:00,65
2019-06-01 00:00:00,89
2019-07-01 00:00:00,28
2019-08-01 00:00:00,43
2019-09-01 00:00:00,61
2019-10-01 00:00:00,31
2019-11-01 00:00:00,64
2019-12-01 00:00:00,43
2020-01-01 00:00:00,72
2020-03-01 00:00:00,21
2020-04-01 00:00:00,13
2020-05-01 00:00:00,17
2020-06-01 00:00:00,27
2020-07-01 00:00:00,34
2020-08-01 00:00:00,34
2020-11-01 00:00:00,27
2020-12-01 00:00:00,19
2021-01-01 00:00:00,34
2021-02-01 00:00:00,41
2021-05-01 00:00:00,36
2021-06-01 00:00:00,37
2021-09-01 00:00:00,33
2021-10-01 00:00:00,45
2021-11-01 00:00:00,60
2021-12-01 00:00:00,32
2022-01-01 00:00:00,28
2022-02-01 00:00:00,44
2022-03-01 00:00:00,14
2022-04-01 00:00:00,26
2022-05-01 00:00:00,25
2022-07-01 00:00:00,78
2022-09-01 00:00:00,52
2022-11-01 00:00:00,43
2022-12-01 00:00:00,65
