,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-02-01 00:00:00,83
2015-03-01 00:00:00,39
2015-04-01 00:00:00,84
2015-06-01 00:00:00,43
2015-07-01 00:00:00,63
2015-10-01 00:00:00,41
2015-11-01 00:00:00,84
2015-12-01 00:00:00,74
2016-02-01 00:00:00,61
2016-03-01 00:00:00,90
2016-04-01 00:00:00,22
2016-05-01 00:00:00,22
2016-06-01 00:00:00,27
2016-09-01 00:00:00,25
2016-10-01 00:00:00,25
2016-11-01 00:00:00,35
2016-12-01 00:00:00,27
2017-01-01 00:00:00,30
2017-02-01 00:00:00,27
2017-03-01 00:00:00,47
2017-06-01 00:00:00,21
2017-08-01 00:00:00,35
2017-09-01 00:00:00,36
2017-10-01 00:00:00,40
2017-11-01 00:00:00,52
2017-12-01 00:00:00,48
2018-01-01 00:00:00,26
2018-02-01 00:00:00,83
2018-03-01 00:00:00,42
2018-04-01 00:00:00,30
2018-05-01 00:00:00,69
2018-06-01 00:00:00,45
2018-07-01 00:00:00,34
2018-08-01 00:00:00,49
2018-09-01 00:00:00,26
2018-10-01 00:00:00,52
2018-11-01 00:00:00,29
2019-01-01 00:00:00,33
2019-05-01 00:00:00,58
2019-06-01 00:00:00,55
2019-08-01 00:00:00,51
2019-09-01 00:00:00,48
2019-10-01 00:00:00,32
2019-11-01 00:00:00,49
2019-12-01 00:00:00,58
2020-01-01 00:00:00,77
2020-02-01 00:00:00,50
2020-03-01 00:00:00,39
2020-04-01 00:00:00,15
2020-06-01 00:00:00,84
2020-07-01 00:00:00,40
2020-08-01 00:00:00,63
2020-10-01 00:00:00,45
2020-11-01 00:00:00,43
2020-12-01 00:00:00,38
2021-01-01 00:00:00,36
2021-02-01 00:00:00,98
2021-05-01 00:00:00,76
2021-07-01 00:00:00,44
2021-08-01 00:00:00,55
2021-09-01 00:00:00,91
2021-10-01 00:00:00,23
2021-11-01 00:00:00,71
2021-12-01 00:00:00,99
2022-01-01 00:00:00,90
2022-03-01 00:00:00,22
2022-04-01 00:00:00,28
2022-05-01 00:00:00,66
2022-06-01 00:00:00,83
2022-07-01 00:00:00,100
2022-08-01 00:00:00,78
2022-10-01 00:00:00,59
2022-11-01 00:00:00,61
2022-12-01 00:00:00,87
