,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,36
2015-02-01 00:00:00,60
2016-01-01 00:00:00,100
2016-04-01 00:00:00,27
2016-05-01 00:00:00,35
2016-06-01 00:00:00,17
2016-07-01 00:00:00,20
2016-08-01 00:00:00,17
2016-09-01 00:00:00,19
2016-10-01 00:00:00,16
2016-11-01 00:00:00,14
2016-12-01 00:00:00,21
2017-03-01 00:00:00,42
2017-08-01 00:00:00,36
2017-09-01 00:00:00,24
2017-10-01 00:00:00,49
2017-11-01 00:00:00,36
2018-02-01 00:00:00,20
2018-06-01 00:00:00,40
2018-07-01 00:00:00,23
2018-09-01 00:00:00,15
2018-11-01 00:00:00,32
2019-01-01 00:00:00,16
2019-02-01 00:00:00,44
2019-03-01 00:00:00,19
2019-07-01 00:00:00,25
2019-08-01 00:00:00,14
2019-09-01 00:00:00,12
2019-10-01 00:00:00,42
2020-01-01 00:00:00,22
2020-03-01 00:00:00,69
2020-04-01 00:00:00,22
2020-05-01 00:00:00,29
2020-10-01 00:00:00,28
2020-11-01 00:00:00,25
2020-12-01 00:00:00,21
2021-03-01 00:00:00,13
2021-05-01 00:00:00,15
2021-06-01 00:00:00,36
2021-11-01 00:00:00,37
2021-12-01 00:00:00,25
2022-01-01 00:00:00,13
2022-04-01 00:00:00,30
2022-05-01 00:00:00,30
2022-06-01 00:00:00,15
2022-07-01 00:00:00,21
2022-08-01 00:00:00,16
2022-09-01 00:00:00,37
2022-10-01 00:00:00,25
2022-12-01 00:00:00,56
