,MVT_GT_New Orleans LA
03/01/2015 00:00:00,82
03/01/2016 00:00:00,54
05/01/2016 00:00:00,72
08/01/2016 00:00:00,100
02/01/2017 00:00:00,81
04/01/2017 00:00:00,64
06/01/2017 00:00:00,58
07/01/2017 00:00:00,45
11/01/2017 00:00:00,48
12/01/2017 00:00:00,61
02/01/2018 00:00:00,80
09/01/2018 00:00:00,57
11/01/2018 00:00:00,54
12/01/2018 00:00:00,72
04/01/2019 00:00:00,49
06/01/2019 00:00:00,49
07/01/2019 00:00:00,58
09/01/2019 00:00:00,47
12/01/2019 00:00:00,42
01/01/2020 00:00:00,90
02/01/2020 00:00:00,66
03/01/2020 00:00:00,42
05/01/2020 00:00:00,34
06/01/2020 00:00:00,43
07/01/2020 00:00:00,45
08/01/2020 00:00:00,43
09/01/2020 00:00:00,58
10/01/2020 00:00:00,40
01/01/2021 00:00:00,51
05/01/2021 00:00:00,46
06/01/2021 00:00:00,39
11/01/2021 00:00:00,43
12/01/2021 00:00:00,36
02/01/2022 00:00:00,71
04/01/2022 00:00:00,79
07/01/2022 00:00:00,76
08/01/2022 00:00:00,51
10/01/2022 00:00:00,48
12/01/2022 00:00:00,60
