,MVT_GT_Tucson AZ
2015-02-01 00:00:00,33
2015-03-01 00:00:00,28
2015-04-01 00:00:00,39
2015-05-01 00:00:00,24
2015-08-01 00:00:00,27
2015-09-01 00:00:00,22
2015-11-01 00:00:00,29
2016-01-01 00:00:00,22
2016-02-01 00:00:00,27
2016-05-01 00:00:00,45
2016-07-01 00:00:00,48
2016-08-01 00:00:00,33
2016-09-01 00:00:00,28
2016-10-01 00:00:00,22
2017-01-01 00:00:00,48
2017-02-01 00:00:00,17
2017-03-01 00:00:00,25
2017-08-01 00:00:00,23
2017-11-01 00:00:00,25
2017-12-01 00:00:00,21
2018-03-01 00:00:00,29
2018-04-01 00:00:00,33
2018-05-01 00:00:00,22
2018-06-01 00:00:00,36
2018-07-01 00:00:00,21
2018-08-01 00:00:00,15
2018-10-01 00:00:00,22
2019-01-01 00:00:00,37
2019-03-01 00:00:00,24
2019-04-01 00:00:00,51
2019-05-01 00:00:00,84
2019-07-01 00:00:00,19
2019-09-01 00:00:00,16
2019-11-01 00:00:00,48
2020-01-01 00:00:00,13
2020-03-01 00:00:00,11
2020-06-01 00:00:00,28
2020-08-01 00:00:00,42
2020-10-01 00:00:00,29
2021-02-01 00:00:00,16
2021-04-01 00:00:00,14
2021-05-01 00:00:00,100
2021-11-01 00:00:00,27
2022-02-01 00:00:00,16
2022-03-01 00:00:00,32
2022-04-01 00:00:00,27
2022-06-01 00:00:00,13
2022-07-01 00:00:00,15
2022-08-01 00:00:00,57
2022-11-01 00:00:00,72
2022-12-01 00:00:00,19
