,MVT_GT_Cincinnati OH
02/01/2015 00:00:00,67
01/01/2016 00:00:00,45
03/01/2016 00:00:00,70
05/01/2016 00:00:00,46
06/01/2016 00:00:00,61
07/01/2016 00:00:00,73
10/01/2016 00:00:00,57
11/01/2016 00:00:00,54
12/01/2016 00:00:00,35
01/01/2017 00:00:00,45
03/01/2017 00:00:00,57
06/01/2017 00:00:00,48
07/01/2017 00:00:00,41
08/01/2017 00:00:00,35
09/01/2017 00:00:00,41
11/01/2017 00:00:00,65
12/01/2017 00:00:00,62
01/01/2018 00:00:00,32
02/01/2018 00:00:00,43
03/01/2018 00:00:00,48
06/01/2018 00:00:00,44
07/01/2018 00:00:00,42
08/01/2018 00:00:00,65
09/01/2018 00:00:00,38
12/01/2018 00:00:00,41
02/01/2019 00:00:00,51
03/01/2019 00:00:00,58
07/01/2019 00:00:00,40
08/01/2019 00:00:00,81
09/01/2019 00:00:00,64
10/01/2019 00:00:00,35
11/01/2019 00:00:00,39
12/01/2019 00:00:00,35
01/01/2020 00:00:00,38
02/01/2020 00:00:00,44
03/01/2020 00:00:00,45
04/01/2020 00:00:00,27
05/01/2020 00:00:00,44
07/01/2020 00:00:00,31
08/01/2020 00:00:00,57
09/01/2020 00:00:00,40
11/01/2020 00:00:00,35
12/01/2020 00:00:00,35
01/01/2021 00:00:00,40
02/01/2021 00:00:00,42
03/01/2021 00:00:00,47
05/01/2021 00:00:00,40
06/01/2021 00:00:00,71
07/01/2021 00:00:00,32
08/01/2021 00:00:00,33
09/01/2021 00:00:00,100
10/01/2021 00:00:00,83
11/01/2021 00:00:00,54
12/01/2021 00:00:00,40
01/01/2022 00:00:00,61
02/01/2022 00:00:00,58
03/01/2022 00:00:00,75
04/01/2022 00:00:00,46
07/01/2022 00:00:00,66
08/01/2022 00:00:00,68
09/01/2022 00:00:00,89
10/01/2022 00:00:00,69
11/01/2022 00:00:00,40
12/01/2022 00:00:00,97
