,MVT_GT_Louisville KY
2015-03-01 00:00:00,100
2015-05-01 00:00:00,80
2015-07-01 00:00:00,44
2015-09-01 00:00:00,61
2016-01-01 00:00:00,39
2016-05-01 00:00:00,26
2016-07-01 00:00:00,23
2016-08-01 00:00:00,48
2016-09-01 00:00:00,60
2016-10-01 00:00:00,64
2016-11-01 00:00:00,58
2016-12-01 00:00:00,29
2017-02-01 00:00:00,39
2017-04-01 00:00:00,23
2017-05-01 00:00:00,48
2017-06-01 00:00:00,38
2017-07-01 00:00:00,39
2017-08-01 00:00:00,43
2017-09-01 00:00:00,23
2018-01-01 00:00:00,47
2018-02-01 00:00:00,48
2018-04-01 00:00:00,42
2018-05-01 00:00:00,47
2018-06-01 00:00:00,46
2018-07-01 00:00:00,39
2018-08-01 00:00:00,18
2018-09-01 00:00:00,66
2018-11-01 00:00:00,44
2019-01-01 00:00:00,25
2019-02-01 00:00:00,26
2019-03-01 00:00:00,26
2019-06-01 00:00:00,40
2019-07-01 00:00:00,39
2019-08-01 00:00:00,55
2019-09-01 00:00:00,17
2020-01-01 00:00:00,21
2020-02-01 00:00:00,35
2020-03-01 00:00:00,46
2020-04-01 00:00:00,19
2020-05-01 00:00:00,25
2020-06-01 00:00:00,51
2020-07-01 00:00:00,34
2020-08-01 00:00:00,48
2020-09-01 00:00:00,33
2020-10-01 00:00:00,21
2020-11-01 00:00:00,35
2020-12-01 00:00:00,25
2021-01-01 00:00:00,95
2021-02-01 00:00:00,82
2021-03-01 00:00:00,84
2021-04-01 00:00:00,32
2021-05-01 00:00:00,41
2021-06-01 00:00:00,76
2021-07-01 00:00:00,26
2021-08-01 00:00:00,32
2021-09-01 00:00:00,41
2021-11-01 00:00:00,47
2022-01-01 00:00:00,64
2022-02-01 00:00:00,20
2022-03-01 00:00:00,21
2022-04-01 00:00:00,28
2022-05-01 00:00:00,20
2022-07-01 00:00:00,41
2022-08-01 00:00:00,40
2022-09-01 00:00:00,62
2022-10-01 00:00:00,53
2022-11-01 00:00:00,75
2022-12-01 00:00:00,23
