,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,71
2015-05-01 00:00:00,40
2015-06-01 00:00:00,33
2015-07-01 00:00:00,34
2015-08-01 00:00:00,32
2015-09-01 00:00:00,23
2015-10-01 00:00:00,31
2015-12-01 00:00:00,29
2016-01-01 00:00:00,23
2016-02-01 00:00:00,16
2016-03-01 00:00:00,21
2016-04-01 00:00:00,42
2016-05-01 00:00:00,43
2016-06-01 00:00:00,63
2016-08-01 00:00:00,26
2016-09-01 00:00:00,23
2016-12-01 00:00:00,100
2017-01-01 00:00:00,37
2017-02-01 00:00:00,45
2017-03-01 00:00:00,59
2017-05-01 00:00:00,17
2017-06-01 00:00:00,32
2017-07-01 00:00:00,26
2017-09-01 00:00:00,58
2017-10-01 00:00:00,27
2017-11-01 00:00:00,29
2018-02-01 00:00:00,61
2018-03-01 00:00:00,20
2018-04-01 00:00:00,56
2018-05-01 00:00:00,39
2018-06-01 00:00:00,41
2018-07-01 00:00:00,19
2018-08-01 00:00:00,38
2018-09-01 00:00:00,46
2018-10-01 00:00:00,30
2018-11-01 00:00:00,55
2019-01-01 00:00:00,12
2019-02-01 00:00:00,17
2019-03-01 00:00:00,34
2019-04-01 00:00:00,16
2019-05-01 00:00:00,29
2019-06-01 00:00:00,25
2019-07-01 00:00:00,37
2019-08-01 00:00:00,19
2019-10-01 00:00:00,36
2019-11-01 00:00:00,70
2019-12-01 00:00:00,34
2020-01-01 00:00:00,42
2020-02-01 00:00:00,25
2020-03-01 00:00:00,15
2020-06-01 00:00:00,46
2020-07-01 00:00:00,63
2020-08-01 00:00:00,39
2020-09-01 00:00:00,34
2020-10-01 00:00:00,44
2020-11-01 00:00:00,32
2020-12-01 00:00:00,35
2021-01-01 00:00:00,16
2021-02-01 00:00:00,29
2021-07-01 00:00:00,86
2021-08-01 00:00:00,27
2021-09-01 00:00:00,66
2021-11-01 00:00:00,32
2021-12-01 00:00:00,34
2022-01-01 00:00:00,25
2022-02-01 00:00:00,27
2022-03-01 00:00:00,66
2022-04-01 00:00:00,25
2022-05-01 00:00:00,42
2022-07-01 00:00:00,45
2022-08-01 00:00:00,20
2022-09-01 00:00:00,39
2022-10-01 00:00:00,21
2022-11-01 00:00:00,45
