,MVT_GT_Cincinnati OH
03/01/2015 00:00:00,59
01/01/2016 00:00:00,40
03/01/2016 00:00:00,68
06/01/2016 00:00:00,79
08/01/2016 00:00:00,65
10/01/2016 00:00:00,87
11/01/2016 00:00:00,49
12/01/2016 00:00:00,54
02/01/2017 00:00:00,43
05/01/2017 00:00:00,35
06/01/2017 00:00:00,70
07/01/2017 00:00:00,87
10/01/2017 00:00:00,45
12/01/2017 00:00:00,52
02/01/2018 00:00:00,66
03/01/2018 00:00:00,52
05/01/2018 00:00:00,33
08/01/2018 00:00:00,69
09/01/2018 00:00:00,46
10/01/2018 00:00:00,39
12/01/2018 00:00:00,35
02/01/2019 00:00:00,50
04/01/2019 00:00:00,42
05/01/2019 00:00:00,32
07/01/2019 00:00:00,58
08/01/2019 00:00:00,60
09/01/2019 00:00:00,73
11/01/2019 00:00:00,98
12/01/2019 00:00:00,32
01/01/2020 00:00:00,49
02/01/2020 00:00:00,40
03/01/2020 00:00:00,40
04/01/2020 00:00:00,26
05/01/2020 00:00:00,41
08/01/2020 00:00:00,53
09/01/2020 00:00:00,35
10/01/2020 00:00:00,41
01/01/2021 00:00:00,31
02/01/2021 00:00:00,43
03/01/2021 00:00:00,50
06/01/2021 00:00:00,40
07/01/2021 00:00:00,38
08/01/2021 00:00:00,50
09/01/2021 00:00:00,46
10/01/2021 00:00:00,82
11/01/2021 00:00:00,52
01/01/2022 00:00:00,56
02/01/2022 00:00:00,57
03/01/2022 00:00:00,53
04/01/2022 00:00:00,55
05/01/2022 00:00:00,35
06/01/2022 00:00:00,44
07/01/2022 00:00:00,56
08/01/2022 00:00:00,67
09/01/2022 00:00:00,69
10/01/2022 00:00:00,78
11/01/2022 00:00:00,38
12/01/2022 00:00:00,100
