,MVT_GT_Fresno-Visalia CA
2015-01-01 00:00:00,17
2015-02-01 00:00:00,29
2015-05-01 00:00:00,15
2015-07-01 00:00:00,59
2015-08-01 00:00:00,95
2015-09-01 00:00:00,35
2015-12-01 00:00:00,100
2016-01-01 00:00:00,21
2016-02-01 00:00:00,26
2016-03-01 00:00:00,20
2016-04-01 00:00:00,37
2016-05-01 00:00:00,38
2016-06-01 00:00:00,51
2016-09-01 00:00:00,40
2016-10-01 00:00:00,67
2016-11-01 00:00:00,25
2016-12-01 00:00:00,45
2017-02-01 00:00:00,26
2017-06-01 00:00:00,26
2017-07-01 00:00:00,44
2017-09-01 00:00:00,18
2017-11-01 00:00:00,26
2017-12-01 00:00:00,48
2018-01-01 00:00:00,17
2018-02-01 00:00:00,30
2018-03-01 00:00:00,57
2018-04-01 00:00:00,35
2018-05-01 00:00:00,49
2018-06-01 00:00:00,57
2018-07-01 00:00:00,48
2018-08-01 00:00:00,26
2018-09-01 00:00:00,38
2018-11-01 00:00:00,30
2018-12-01 00:00:00,31
2019-01-01 00:00:00,40
2019-03-01 00:00:00,16
2019-05-01 00:00:00,46
2019-06-01 00:00:00,27
2019-07-01 00:00:00,32
2019-08-01 00:00:00,21
2019-10-01 00:00:00,31
2019-11-01 00:00:00,41
2019-12-01 00:00:00,29
2020-01-01 00:00:00,26
2020-02-01 00:00:00,33
2020-04-01 00:00:00,19
2020-05-01 00:00:00,14
2020-06-01 00:00:00,35
2020-07-01 00:00:00,16
2020-08-01 00:00:00,23
2020-09-01 00:00:00,40
2020-10-01 00:00:00,17
2020-11-01 00:00:00,39
2020-12-01 00:00:00,15
2021-02-01 00:00:00,55
2021-03-01 00:00:00,27
2021-04-01 00:00:00,15
2021-07-01 00:00:00,56
2021-08-01 00:00:00,31
2021-09-01 00:00:00,36
2021-10-01 00:00:00,15
2021-11-01 00:00:00,19
2021-12-01 00:00:00,18
2022-01-01 00:00:00,32
2022-02-01 00:00:00,31
2022-03-01 00:00:00,17
2022-04-01 00:00:00,42
2022-05-01 00:00:00,36
2022-06-01 00:00:00,27
2022-08-01 00:00:00,12
2022-09-01 00:00:00,17
2022-10-01 00:00:00,37
2022-11-01 00:00:00,20
2022-12-01 00:00:00,14
