,MVT_GT_Fresno-Visalia CA
2015-02-01 00:00:00,33
2015-04-01 00:00:00,11
2015-05-01 00:00:00,24
2015-06-01 00:00:00,29
2015-07-01 00:00:00,94
2015-08-01 00:00:00,100
2015-09-01 00:00:00,63
2015-11-01 00:00:00,89
2015-12-01 00:00:00,40
2016-02-01 00:00:00,16
2016-04-01 00:00:00,29
2016-05-01 00:00:00,37
2016-06-01 00:00:00,50
2016-07-01 00:00:00,30
2016-08-01 00:00:00,34
2016-10-01 00:00:00,57
2016-11-01 00:00:00,26
2016-12-01 00:00:00,47
2017-03-01 00:00:00,55
2017-06-01 00:00:00,56
2017-07-01 00:00:00,41
2017-08-01 00:00:00,30
2017-09-01 00:00:00,33
2017-11-01 00:00:00,41
2017-12-01 00:00:00,22
2018-01-01 00:00:00,31
2018-04-01 00:00:00,55
2018-05-01 00:00:00,12
2018-06-01 00:00:00,61
2018-07-01 00:00:00,65
2018-08-01 00:00:00,26
2018-09-01 00:00:00,33
2018-10-01 00:00:00,29
2018-12-01 00:00:00,45
2019-01-01 00:00:00,45
2019-02-01 00:00:00,22
2019-03-01 00:00:00,62
2019-05-01 00:00:00,34
2019-06-01 00:00:00,27
2019-07-01 00:00:00,25
2019-08-01 00:00:00,41
2019-09-01 00:00:00,50
2019-10-01 00:00:00,32
2019-11-01 00:00:00,20
2019-12-01 00:00:00,31
2020-01-01 00:00:00,22
2020-02-01 00:00:00,35
2020-03-01 00:00:00,35
2020-04-01 00:00:00,18
2020-05-01 00:00:00,14
2020-07-01 00:00:00,17
2020-08-01 00:00:00,54
2020-09-01 00:00:00,38
2020-10-01 00:00:00,30
2020-11-01 00:00:00,27
2020-12-01 00:00:00,23
2021-01-01 00:00:00,12
2021-02-01 00:00:00,12
2021-03-01 00:00:00,34
2021-04-01 00:00:00,31
2021-05-01 00:00:00,18
2021-06-01 00:00:00,46
2021-07-01 00:00:00,26
2021-08-01 00:00:00,67
2021-09-01 00:00:00,74
2021-12-01 00:00:00,26
2022-01-01 00:00:00,39
2022-02-01 00:00:00,27
2022-04-01 00:00:00,45
2022-05-01 00:00:00,41
2022-06-01 00:00:00,19
2022-08-01 00:00:00,30
2022-09-01 00:00:00,20
2022-10-01 00:00:00,35
2022-11-01 00:00:00,35
2022-12-01 00:00:00,28
