,MVT_GT_Tulsa OK
2015-03-01 00:00:00,19
2015-05-01 00:00:00,42
2015-09-01 00:00:00,44
2015-10-01 00:00:00,20
2016-05-01 00:00:00,15
2016-07-01 00:00:00,32
2016-08-01 00:00:00,35
2016-10-01 00:00:00,12
2016-11-01 00:00:00,75
2016-12-01 00:00:00,18
2017-01-01 00:00:00,11
2017-03-01 00:00:00,10
2017-08-01 00:00:00,12
2017-10-01 00:00:00,27
2017-11-01 00:00:00,18
2018-04-01 00:00:00,21
2018-05-01 00:00:00,18
2018-06-01 00:00:00,33
2018-07-01 00:00:00,13
2018-08-01 00:00:00,20
2018-09-01 00:00:00,15
2018-10-01 00:00:00,100
2018-11-01 00:00:00,16
2018-12-01 00:00:00,12
2019-02-01 00:00:00,18
2019-04-01 00:00:00,16
2019-05-01 00:00:00,19
2019-06-01 00:00:00,22
2019-07-01 00:00:00,11
2019-08-01 00:00:00,31
2019-09-01 00:00:00,14
2019-10-01 00:00:00,18
2019-11-01 00:00:00,12
2019-12-01 00:00:00,34
2020-01-01 00:00:00,16
2020-02-01 00:00:00,21
2020-03-01 00:00:00,20
2020-04-01 00:00:00,43
2020-05-01 00:00:00,12
2020-06-01 00:00:00,29
2020-07-01 00:00:00,31
2020-08-01 00:00:00,31
2020-09-01 00:00:00,25
2020-10-01 00:00:00,10
2020-11-01 00:00:00,36
2021-01-01 00:00:00,35
2021-03-01 00:00:00,12
2021-04-01 00:00:00,33
2021-05-01 00:00:00,16
2021-06-01 00:00:00,28
2021-09-01 00:00:00,19
2021-10-01 00:00:00,23
2022-01-01 00:00:00,21
2022-02-01 00:00:00,20
2022-03-01 00:00:00,32
2022-04-01 00:00:00,15
2022-05-01 00:00:00,37
2022-06-01 00:00:00,42
2022-07-01 00:00:00,17
2022-08-01 00:00:00,11
2022-09-01 00:00:00,33
2022-10-01 00:00:00,33
2022-11-01 00:00:00,14
