,MVT_GT_Colorado Springs-Pueblo CO
2015-02-01 00:00:00,77
2015-05-01 00:00:00,50
2015-07-01 00:00:00,43
2015-09-01 00:00:00,60
2015-11-01 00:00:00,47
2016-02-01 00:00:00,34
2016-05-01 00:00:00,91
2016-06-01 00:00:00,54
2016-07-01 00:00:00,43
2016-12-01 00:00:00,43
2017-01-01 00:00:00,43
2017-02-01 00:00:00,72
2017-04-01 00:00:00,38
2017-05-01 00:00:00,51
2017-06-01 00:00:00,41
2017-10-01 00:00:00,20
2017-11-01 00:00:00,36
2017-12-01 00:00:00,60
2018-01-01 00:00:00,40
2018-02-01 00:00:00,50
2018-03-01 00:00:00,71
2018-04-01 00:00:00,36
2018-05-01 00:00:00,38
2018-08-01 00:00:00,88
2018-09-01 00:00:00,96
2018-10-01 00:00:00,44
2018-11-01 00:00:00,65
2018-12-01 00:00:00,28
2019-01-01 00:00:00,46
2019-03-01 00:00:00,82
2019-04-01 00:00:00,58
2019-06-01 00:00:00,58
2019-07-01 00:00:00,58
2019-09-01 00:00:00,47
2019-10-01 00:00:00,53
2019-11-01 00:00:00,83
2020-01-01 00:00:00,47
2020-02-01 00:00:00,46
2020-03-01 00:00:00,17
2020-04-01 00:00:00,24
2020-05-01 00:00:00,24
2020-06-01 00:00:00,50
2020-07-01 00:00:00,62
2020-08-01 00:00:00,17
2020-09-01 00:00:00,58
2020-11-01 00:00:00,51
2020-12-01 00:00:00,45
2021-01-01 00:00:00,35
2021-02-01 00:00:00,53
2021-03-01 00:00:00,43
2021-04-01 00:00:00,23
2021-05-01 00:00:00,24
2021-07-01 00:00:00,100
2021-08-01 00:00:00,91
2021-09-01 00:00:00,53
2021-11-01 00:00:00,71
2022-01-01 00:00:00,21
2022-02-01 00:00:00,39
2022-03-01 00:00:00,66
2022-04-01 00:00:00,54
2022-05-01 00:00:00,76
2022-06-01 00:00:00,52
2022-07-01 00:00:00,55
2022-09-01 00:00:00,55
2022-10-01 00:00:00,36
2022-11-01 00:00:00,22
2022-12-01 00:00:00,43
