,MVT_GT_New Orleans LA
02/01/2015 00:00:00,100
06/01/2015 00:00:00,67
05/01/2016 00:00:00,43
08/01/2016 00:00:00,78
09/01/2016 00:00:00,37
10/01/2016 00:00:00,36
04/01/2017 00:00:00,34
05/01/2017 00:00:00,35
06/01/2017 00:00:00,63
09/01/2017 00:00:00,73
12/01/2017 00:00:00,35
01/01/2018 00:00:00,69
02/01/2018 00:00:00,45
03/01/2018 00:00:00,52
04/01/2018 00:00:00,31
08/01/2018 00:00:00,43
09/01/2018 00:00:00,41
11/01/2018 00:00:00,36
12/01/2018 00:00:00,60
03/01/2019 00:00:00,30
05/01/2019 00:00:00,58
06/01/2019 00:00:00,37
07/01/2019 00:00:00,63
08/01/2019 00:00:00,35
09/01/2019 00:00:00,40
12/01/2019 00:00:00,58
01/01/2020 00:00:00,44
02/01/2020 00:00:00,49
03/01/2020 00:00:00,38
04/01/2020 00:00:00,50
05/01/2020 00:00:00,39
07/01/2020 00:00:00,30
08/01/2020 00:00:00,57
09/01/2020 00:00:00,34
10/01/2020 00:00:00,48
12/01/2020 00:00:00,39
03/01/2021 00:00:00,42
04/01/2021 00:00:00,46
05/01/2021 00:00:00,36
10/01/2021 00:00:00,44
12/01/2021 00:00:00,50
01/01/2022 00:00:00,70
02/01/2022 00:00:00,60
03/01/2022 00:00:00,50
04/01/2022 00:00:00,62
05/01/2022 00:00:00,32
06/01/2022 00:00:00,30
07/01/2022 00:00:00,65
09/01/2022 00:00:00,33
10/01/2022 00:00:00,43
11/01/2022 00:00:00,40
12/01/2022 00:00:00,53
