,MVT_GT_Tucson AZ
2015-02-01 00:00:00,38
2015-03-01 00:00:00,31
2015-04-01 00:00:00,50
2015-05-01 00:00:00,73
2015-06-01 00:00:00,44
2015-07-01 00:00:00,38
2015-09-01 00:00:00,31
2016-01-01 00:00:00,20
2016-04-01 00:00:00,23
2016-05-01 00:00:00,100
2016-06-01 00:00:00,61
2016-07-01 00:00:00,31
2016-08-01 00:00:00,18
2016-10-01 00:00:00,34
2016-11-01 00:00:00,61
2016-12-01 00:00:00,28
2017-01-01 00:00:00,51
2017-02-01 00:00:00,29
2017-03-01 00:00:00,42
2017-04-01 00:00:00,34
2017-05-01 00:00:00,39
2017-06-01 00:00:00,41
2017-07-01 00:00:00,57
2017-08-01 00:00:00,18
2017-09-01 00:00:00,39
2017-10-01 00:00:00,38
2017-11-01 00:00:00,28
2017-12-01 00:00:00,42
2018-02-01 00:00:00,36
2018-04-01 00:00:00,52
2018-07-01 00:00:00,31
2018-08-01 00:00:00,40
2018-10-01 00:00:00,25
2018-11-01 00:00:00,33
2018-12-01 00:00:00,44
2019-01-01 00:00:00,43
2019-02-01 00:00:00,19
2019-03-01 00:00:00,58
2019-04-01 00:00:00,54
2019-06-01 00:00:00,84
2019-08-01 00:00:00,19
2019-10-01 00:00:00,32
2019-12-01 00:00:00,24
2020-01-01 00:00:00,54
2020-05-01 00:00:00,41
2020-08-01 00:00:00,48
2020-09-01 00:00:00,73
2020-11-01 00:00:00,42
2021-01-01 00:00:00,14
2021-02-01 00:00:00,16
2021-04-01 00:00:00,28
2021-07-01 00:00:00,21
2021-09-01 00:00:00,31
2021-11-01 00:00:00,34
2021-12-01 00:00:00,37
2022-01-01 00:00:00,34
2022-02-01 00:00:00,50
2022-03-01 00:00:00,50
2022-04-01 00:00:00,36
2022-05-01 00:00:00,29
2022-06-01 00:00:00,28
2022-07-01 00:00:00,25
2022-08-01 00:00:00,20
2022-09-01 00:00:00,49
2022-11-01 00:00:00,82
2022-12-01 00:00:00,29
