,MVT_GT_Louisville KY
2015-03-01 00:00:00,85
2016-06-01 00:00:00,38
2016-08-01 00:00:00,100
2016-10-01 00:00:00,90
2016-11-01 00:00:00,40
2016-12-01 00:00:00,34
2017-03-01 00:00:00,21
2017-04-01 00:00:00,58
2017-07-01 00:00:00,97
2017-08-01 00:00:00,81
2017-10-01 00:00:00,62
2017-11-01 00:00:00,49
2018-01-01 00:00:00,54
2018-03-01 00:00:00,36
2018-04-01 00:00:00,64
2018-05-01 00:00:00,36
2018-06-01 00:00:00,45
2018-08-01 00:00:00,29
2018-09-01 00:00:00,85
2018-10-01 00:00:00,23
2019-01-01 00:00:00,26
2019-02-01 00:00:00,52
2019-06-01 00:00:00,54
2019-08-01 00:00:00,80
2019-09-01 00:00:00,43
2019-10-01 00:00:00,26
2019-12-01 00:00:00,31
2020-01-01 00:00:00,37
2020-02-01 00:00:00,38
2020-03-01 00:00:00,76
2020-04-01 00:00:00,37
2020-05-01 00:00:00,35
2020-06-01 00:00:00,65
2020-07-01 00:00:00,55
2020-08-01 00:00:00,28
2020-09-01 00:00:00,43
2020-10-01 00:00:00,42
2020-11-01 00:00:00,66
2020-12-01 00:00:00,23
2021-01-01 00:00:00,49
2021-03-01 00:00:00,86
2021-04-01 00:00:00,85
2021-05-01 00:00:00,50
2021-06-01 00:00:00,67
2021-07-01 00:00:00,80
2021-08-01 00:00:00,76
2021-09-01 00:00:00,49
2021-10-01 00:00:00,59
2021-11-01 00:00:00,74
2021-12-01 00:00:00,65
2022-01-01 00:00:00,65
2022-02-01 00:00:00,30
2022-03-01 00:00:00,54
2022-04-01 00:00:00,74
2022-05-01 00:00:00,16
2022-06-01 00:00:00,36
2022-07-01 00:00:00,31
2022-08-01 00:00:00,72
2022-09-01 00:00:00,53
2022-10-01 00:00:00,52
2022-11-01 00:00:00,61
