,MVT_GT_New Orleans LA
04/01/2015 00:00:00,96
08/01/2016 00:00:00,93
01/01/2017 00:00:00,47
02/01/2017 00:00:00,55
05/01/2017 00:00:00,47
06/01/2017 00:00:00,65
11/01/2017 00:00:00,64
12/01/2017 00:00:00,47
02/01/2018 00:00:00,62
03/01/2018 00:00:00,57
05/01/2018 00:00:00,49
07/01/2018 00:00:00,43
08/01/2018 00:00:00,79
09/01/2018 00:00:00,49
11/01/2018 00:00:00,70
12/01/2018 00:00:00,80
03/01/2019 00:00:00,46
04/01/2019 00:00:00,46
05/01/2019 00:00:00,61
06/01/2019 00:00:00,66
07/01/2019 00:00:00,60
09/01/2019 00:00:00,50
01/01/2020 00:00:00,100
02/01/2020 00:00:00,50
04/01/2020 00:00:00,57
06/01/2020 00:00:00,41
09/01/2020 00:00:00,46
10/01/2020 00:00:00,62
01/01/2021 00:00:00,56
01/01/2022 00:00:00,56
02/01/2022 00:00:00,69
03/01/2022 00:00:00,53
04/01/2022 00:00:00,79
05/01/2022 00:00:00,35
07/01/2022 00:00:00,56
08/01/2022 00:00:00,49
10/01/2022 00:00:00,49
11/01/2022 00:00:00,62
12/01/2022 00:00:00,94
