,MVT_GT_New Orleans LA
02/01/2015 00:00:00,70
06/01/2016 00:00:00,50
08/01/2016 00:00:00,100
01/01/2017 00:00:00,46
02/01/2017 00:00:00,49
06/01/2017 00:00:00,53
09/01/2017 00:00:00,53
10/01/2017 00:00:00,49
12/01/2017 00:00:00,74
04/01/2018 00:00:00,52
08/01/2018 00:00:00,49
12/01/2018 00:00:00,70
03/01/2019 00:00:00,41
05/01/2019 00:00:00,42
06/01/2019 00:00:00,48
07/01/2019 00:00:00,56
11/01/2019 00:00:00,38
12/01/2019 00:00:00,44
01/01/2020 00:00:00,53
02/01/2020 00:00:00,38
03/01/2020 00:00:00,42
04/01/2020 00:00:00,68
06/01/2020 00:00:00,48
08/01/2020 00:00:00,58
09/01/2020 00:00:00,42
10/01/2020 00:00:00,46
12/01/2020 00:00:00,40
01/01/2021 00:00:00,49
05/01/2021 00:00:00,80
07/01/2021 00:00:00,53
08/01/2021 00:00:00,73
09/01/2021 00:00:00,59
10/01/2021 00:00:00,43
11/01/2021 00:00:00,51
12/01/2021 00:00:00,48
01/01/2022 00:00:00,61
02/01/2022 00:00:00,62
03/01/2022 00:00:00,47
04/01/2022 00:00:00,72
07/01/2022 00:00:00,91
09/01/2022 00:00:00,54
10/01/2022 00:00:00,49
11/01/2022 00:00:00,57
12/01/2022 00:00:00,55
