,MVT_GT_Cincinnati OH
08/01/2015 00:00:00,87
09/01/2015 00:00:00,56
12/01/2015 00:00:00,49
03/01/2016 00:00:00,89
06/01/2016 00:00:00,52
07/01/2016 00:00:00,43
08/01/2016 00:00:00,54
10/01/2016 00:00:00,58
11/01/2016 00:00:00,58
12/01/2016 00:00:00,32
01/01/2017 00:00:00,37
03/01/2017 00:00:00,45
06/01/2017 00:00:00,42
07/01/2017 00:00:00,43
09/01/2017 00:00:00,30
10/01/2017 00:00:00,36
12/01/2017 00:00:00,51
02/01/2018 00:00:00,31
03/01/2018 00:00:00,41
08/01/2018 00:00:00,30
09/01/2018 00:00:00,45
10/01/2018 00:00:00,59
11/01/2018 00:00:00,29
12/01/2018 00:00:00,30
01/01/2019 00:00:00,28
05/01/2019 00:00:00,33
08/01/2019 00:00:00,65
09/01/2019 00:00:00,41
10/01/2019 00:00:00,46
12/01/2019 00:00:00,31
01/01/2020 00:00:00,44
02/01/2020 00:00:00,25
04/01/2020 00:00:00,27
05/01/2020 00:00:00,31
07/01/2020 00:00:00,37
08/01/2020 00:00:00,45
09/01/2020 00:00:00,41
12/01/2020 00:00:00,61
01/01/2021 00:00:00,28
02/01/2021 00:00:00,34
03/01/2021 00:00:00,50
06/01/2021 00:00:00,56
08/01/2021 00:00:00,34
09/01/2021 00:00:00,54
10/01/2021 00:00:00,84
11/01/2021 00:00:00,46
01/01/2022 00:00:00,49
02/01/2022 00:00:00,31
03/01/2022 00:00:00,74
04/01/2022 00:00:00,55
05/01/2022 00:00:00,29
06/01/2022 00:00:00,28
07/01/2022 00:00:00,74
08/01/2022 00:00:00,46
09/01/2022 00:00:00,74
10/01/2022 00:00:00,59
11/01/2022 00:00:00,37
12/01/2022 00:00:00,100
