,MVT_GT_Cincinnati OH
08/01/2015 00:00:00,71
03/01/2016 00:00:00,90
09/01/2016 00:00:00,54
10/01/2016 00:00:00,69
11/01/2016 00:00:00,47
02/01/2017 00:00:00,46
03/01/2017 00:00:00,61
06/01/2017 00:00:00,46
07/01/2017 00:00:00,55
08/01/2017 00:00:00,42
10/01/2017 00:00:00,55
11/01/2017 00:00:00,55
12/01/2017 00:00:00,53
02/01/2018 00:00:00,54
03/01/2018 00:00:00,68
07/01/2018 00:00:00,42
08/01/2018 00:00:00,73
09/01/2018 00:00:00,47
01/01/2019 00:00:00,38
02/01/2019 00:00:00,72
04/01/2019 00:00:00,55
05/01/2019 00:00:00,41
06/01/2019 00:00:00,37
07/01/2019 00:00:00,50
08/01/2019 00:00:00,76
09/01/2019 00:00:00,54
10/01/2019 00:00:00,47
11/01/2019 00:00:00,46
01/01/2020 00:00:00,36
02/01/2020 00:00:00,59
03/01/2020 00:00:00,46
04/01/2020 00:00:00,28
05/01/2020 00:00:00,30
08/01/2020 00:00:00,85
09/01/2020 00:00:00,30
11/01/2020 00:00:00,52
12/01/2020 00:00:00,44
01/01/2021 00:00:00,52
02/01/2021 00:00:00,45
03/01/2021 00:00:00,54
05/01/2021 00:00:00,54
06/01/2021 00:00:00,73
08/01/2021 00:00:00,50
09/01/2021 00:00:00,53
10/01/2021 00:00:00,91
11/01/2021 00:00:00,64
12/01/2021 00:00:00,46
01/01/2022 00:00:00,49
02/01/2022 00:00:00,63
03/01/2022 00:00:00,87
04/01/2022 00:00:00,45
07/01/2022 00:00:00,95
08/01/2022 00:00:00,76
09/01/2022 00:00:00,100
10/01/2022 00:00:00,91
11/01/2022 00:00:00,53
12/01/2022 00:00:00,91
