,MVT_GT_Cincinnati OH
01/01/2015 00:00:00,50
05/01/2015 00:00:00,48
03/01/2016 00:00:00,61
04/01/2016 00:00:00,34
05/01/2016 00:00:00,100
06/01/2016 00:00:00,42
10/01/2016 00:00:00,38
11/01/2016 00:00:00,37
01/01/2017 00:00:00,26
03/01/2017 00:00:00,43
04/01/2017 00:00:00,30
05/01/2017 00:00:00,31
06/01/2017 00:00:00,28
07/01/2017 00:00:00,47
11/01/2017 00:00:00,32
12/01/2017 00:00:00,46
03/01/2018 00:00:00,34
04/01/2018 00:00:00,27
06/01/2018 00:00:00,25
07/01/2018 00:00:00,29
08/01/2018 00:00:00,48
09/01/2018 00:00:00,29
10/01/2018 00:00:00,26
01/01/2019 00:00:00,29
02/01/2019 00:00:00,43
03/01/2019 00:00:00,34
04/01/2019 00:00:00,52
05/01/2019 00:00:00,29
06/01/2019 00:00:00,26
07/01/2019 00:00:00,31
08/01/2019 00:00:00,48
09/01/2019 00:00:00,23
10/01/2019 00:00:00,41
11/01/2019 00:00:00,24
12/01/2019 00:00:00,25
01/01/2020 00:00:00,39
02/01/2020 00:00:00,23
03/01/2020 00:00:00,33
05/01/2020 00:00:00,37
06/01/2020 00:00:00,26
07/01/2020 00:00:00,26
08/01/2020 00:00:00,31
09/01/2020 00:00:00,25
11/01/2020 00:00:00,26
12/01/2020 00:00:00,32
01/01/2021 00:00:00,27
02/01/2021 00:00:00,29
03/01/2021 00:00:00,37
06/01/2021 00:00:00,47
07/01/2021 00:00:00,34
08/01/2021 00:00:00,24
09/01/2021 00:00:00,24
10/01/2021 00:00:00,70
11/01/2021 00:00:00,36
12/01/2021 00:00:00,34
01/01/2022 00:00:00,57
02/01/2022 00:00:00,30
03/01/2022 00:00:00,82
04/01/2022 00:00:00,38
05/01/2022 00:00:00,32
06/01/2022 00:00:00,24
07/01/2022 00:00:00,58
08/01/2022 00:00:00,50
09/01/2022 00:00:00,47
10/01/2022 00:00:00,59
11/01/2022 00:00:00,26
12/01/2022 00:00:00,64
