,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,29
2015-03-01 00:00:00,56
2016-02-01 00:00:00,24
2016-08-01 00:00:00,56
2016-09-01 00:00:00,76
2017-01-01 00:00:00,37
2017-04-01 00:00:00,23
2017-05-01 00:00:00,54
2017-10-01 00:00:00,29
2017-11-01 00:00:00,57
2017-12-01 00:00:00,64
2018-02-01 00:00:00,73
2018-04-01 00:00:00,20
2018-06-01 00:00:00,40
2018-07-01 00:00:00,48
2018-09-01 00:00:00,49
2018-10-01 00:00:00,92
2018-12-01 00:00:00,55
2019-04-01 00:00:00,40
2019-05-01 00:00:00,46
2019-06-01 00:00:00,22
2019-07-01 00:00:00,25
2019-09-01 00:00:00,42
2019-11-01 00:00:00,28
2020-01-01 00:00:00,27
2020-02-01 00:00:00,24
2020-03-01 00:00:00,28
2020-05-01 00:00:00,29
2020-07-01 00:00:00,41
2020-08-01 00:00:00,26
2020-12-01 00:00:00,45
2021-05-01 00:00:00,100
2021-06-01 00:00:00,70
2021-07-01 00:00:00,48
2021-08-01 00:00:00,36
2021-11-01 00:00:00,29
2022-01-01 00:00:00,21
2022-02-01 00:00:00,65
2022-03-01 00:00:00,38
2022-06-01 00:00:00,22
2022-07-01 00:00:00,22
2022-09-01 00:00:00,18
2022-10-01 00:00:00,42
