,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,69
2015-10-01 00:00:00,91
2016-02-01 00:00:00,22
2016-03-01 00:00:00,29
2016-04-01 00:00:00,25
2016-06-01 00:00:00,26
2016-09-01 00:00:00,24
2016-10-01 00:00:00,64
2016-11-01 00:00:00,62
2017-01-01 00:00:00,57
2017-10-01 00:00:00,49
2017-11-01 00:00:00,52
2017-12-01 00:00:00,47
2018-01-01 00:00:00,37
2018-02-01 00:00:00,44
2018-03-01 00:00:00,33
2018-04-01 00:00:00,60
2018-06-01 00:00:00,80
2018-07-01 00:00:00,25
2018-08-01 00:00:00,29
2018-10-01 00:00:00,34
2018-11-01 00:00:00,53
2018-12-01 00:00:00,51
2019-04-01 00:00:00,100
2019-05-01 00:00:00,24
2019-06-01 00:00:00,65
2019-09-01 00:00:00,22
2020-01-01 00:00:00,22
2020-02-01 00:00:00,45
2020-05-01 00:00:00,79
2020-06-01 00:00:00,24
2020-10-01 00:00:00,26
2021-01-01 00:00:00,48
2021-03-01 00:00:00,31
2021-04-01 00:00:00,40
2021-05-01 00:00:00,24
2021-08-01 00:00:00,42
2021-11-01 00:00:00,40
2022-01-01 00:00:00,66
2022-02-01 00:00:00,37
2022-03-01 00:00:00,35
2022-04-01 00:00:00,43
2022-07-01 00:00:00,24
2022-09-01 00:00:00,19
2022-10-01 00:00:00,42
