,MVT_GT_Cincinnati OH
03/01/2015 00:00:00,56
10/01/2015 00:00:00,71
01/01/2016 00:00:00,63
02/01/2016 00:00:00,42
03/01/2016 00:00:00,48
05/01/2016 00:00:00,40
06/01/2016 00:00:00,57
07/01/2016 00:00:00,49
10/01/2016 00:00:00,55
01/01/2017 00:00:00,39
03/01/2017 00:00:00,35
06/01/2017 00:00:00,51
07/01/2017 00:00:00,50
08/01/2017 00:00:00,40
10/01/2017 00:00:00,40
11/01/2017 00:00:00,38
12/01/2017 00:00:00,59
02/01/2018 00:00:00,46
03/01/2018 00:00:00,63
04/01/2018 00:00:00,40
06/01/2018 00:00:00,37
08/01/2018 00:00:00,55
09/01/2018 00:00:00,37
10/01/2018 00:00:00,38
02/01/2019 00:00:00,51
04/01/2019 00:00:00,37
07/01/2019 00:00:00,52
08/01/2019 00:00:00,63
09/01/2019 00:00:00,55
10/01/2019 00:00:00,45
11/01/2019 00:00:00,31
12/01/2019 00:00:00,43
01/01/2020 00:00:00,50
02/01/2020 00:00:00,40
03/01/2020 00:00:00,31
04/01/2020 00:00:00,33
05/01/2020 00:00:00,35
06/01/2020 00:00:00,34
07/01/2020 00:00:00,31
08/01/2020 00:00:00,48
09/01/2020 00:00:00,41
10/01/2020 00:00:00,40
11/01/2020 00:00:00,41
12/01/2020 00:00:00,41
03/01/2021 00:00:00,47
05/01/2021 00:00:00,42
06/01/2021 00:00:00,63
07/01/2021 00:00:00,68
08/01/2021 00:00:00,60
09/01/2021 00:00:00,36
10/01/2021 00:00:00,75
01/01/2022 00:00:00,53
03/01/2022 00:00:00,67
04/01/2022 00:00:00,69
05/01/2022 00:00:00,35
07/01/2022 00:00:00,82
08/01/2022 00:00:00,78
09/01/2022 00:00:00,100
10/01/2022 00:00:00,86
11/01/2022 00:00:00,54
12/01/2022 00:00:00,99
