,MVT_GT_Colorado Springs-Pueblo CO
2015-03-01 00:00:00,34
2015-04-01 00:00:00,78
2015-08-01 00:00:00,82
2015-11-01 00:00:00,57
2016-01-01 00:00:00,30
2016-02-01 00:00:00,57
2016-04-01 00:00:00,22
2016-05-01 00:00:00,32
2016-08-01 00:00:00,23
2017-02-01 00:00:00,33
2017-03-01 00:00:00,17
2017-05-01 00:00:00,52
2017-11-01 00:00:00,21
2018-01-01 00:00:00,52
2018-02-01 00:00:00,67
2018-04-01 00:00:00,41
2018-05-01 00:00:00,38
2018-06-01 00:00:00,43
2018-07-01 00:00:00,55
2018-08-01 00:00:00,27
2018-09-01 00:00:00,29
2018-10-01 00:00:00,73
2018-11-01 00:00:00,79
2019-03-01 00:00:00,49
2019-04-01 00:00:00,45
2019-06-01 00:00:00,69
2019-07-01 00:00:00,67
2019-10-01 00:00:00,36
2019-11-01 00:00:00,31
2019-12-01 00:00:00,47
2020-01-01 00:00:00,39
2020-02-01 00:00:00,17
2020-04-01 00:00:00,52
2020-05-01 00:00:00,25
2020-07-01 00:00:00,49
2020-08-01 00:00:00,25
2020-09-01 00:00:00,18
2020-10-01 00:00:00,28
2020-11-01 00:00:00,22
2021-01-01 00:00:00,26
2021-02-01 00:00:00,23
2021-03-01 00:00:00,15
2021-04-01 00:00:00,100
2021-06-01 00:00:00,26
2021-07-01 00:00:00,34
2021-09-01 00:00:00,69
2021-11-01 00:00:00,31
2021-12-01 00:00:00,17
2022-02-01 00:00:00,23
2022-03-01 00:00:00,36
2022-04-01 00:00:00,12
2022-05-01 00:00:00,59
2022-07-01 00:00:00,43
2022-08-01 00:00:00,24
2022-09-01 00:00:00,14
2022-11-01 00:00:00,46
2022-12-01 00:00:00,45
