,MVT_GT_Bakersfield CA
2015-04-01 00:00:00,40
2015-08-01 00:00:00,31
2015-09-01 00:00:00,23
2015-11-01 00:00:00,22
2016-02-01 00:00:00,22
2016-03-01 00:00:00,35
2016-05-01 00:00:00,100
2016-06-01 00:00:00,17
2016-08-01 00:00:00,20
2016-10-01 00:00:00,38
2016-12-01 00:00:00,28
2017-03-01 00:00:00,31
2017-04-01 00:00:00,32
2017-07-01 00:00:00,38
2017-08-01 00:00:00,14
2017-09-01 00:00:00,26
2018-02-01 00:00:00,28
2018-06-01 00:00:00,52
2018-08-01 00:00:00,18
2018-11-01 00:00:00,44
2019-01-01 00:00:00,15
2019-04-01 00:00:00,26
2019-05-01 00:00:00,25
2019-06-01 00:00:00,38
2019-07-01 00:00:00,25
2019-08-01 00:00:00,23
2019-10-01 00:00:00,17
2020-01-01 00:00:00,35
2020-02-01 00:00:00,25
2020-03-01 00:00:00,13
2020-05-01 00:00:00,21
2020-08-01 00:00:00,25
2020-12-01 00:00:00,17
2021-01-01 00:00:00,24
2021-02-01 00:00:00,25
2021-03-01 00:00:00,18
2021-05-01 00:00:00,38
2021-06-01 00:00:00,19
2021-07-01 00:00:00,13
2021-08-01 00:00:00,23
2021-09-01 00:00:00,35
2021-11-01 00:00:00,13
2021-12-01 00:00:00,13
2022-01-01 00:00:00,32
2022-02-01 00:00:00,24
2022-03-01 00:00:00,15
2022-04-01 00:00:00,32
2022-05-01 00:00:00,41
2022-07-01 00:00:00,24
2022-08-01 00:00:00,14
2022-09-01 00:00:00,12
2022-11-01 00:00:00,13
2022-12-01 00:00:00,27
