,MVT_GT_New Orleans LA
01/01/2015 00:00:00,60
03/01/2016 00:00:00,53
08/01/2016 00:00:00,75
10/01/2016 00:00:00,51
01/01/2017 00:00:00,98
02/01/2017 00:00:00,61
03/01/2017 00:00:00,76
06/01/2017 00:00:00,100
09/01/2017 00:00:00,51
10/01/2017 00:00:00,60
12/01/2017 00:00:00,44
02/01/2018 00:00:00,44
04/01/2018 00:00:00,59
09/01/2018 00:00:00,44
12/01/2018 00:00:00,80
05/01/2019 00:00:00,96
06/01/2019 00:00:00,72
07/01/2019 00:00:00,89
12/01/2019 00:00:00,51
01/01/2020 00:00:00,75
02/01/2020 00:00:00,42
07/01/2020 00:00:00,38
08/01/2020 00:00:00,54
09/01/2020 00:00:00,56
10/01/2020 00:00:00,44
01/01/2021 00:00:00,36
03/01/2021 00:00:00,44
11/01/2021 00:00:00,68
12/01/2021 00:00:00,42
01/01/2022 00:00:00,58
02/01/2022 00:00:00,49
03/01/2022 00:00:00,64
04/01/2022 00:00:00,72
05/01/2022 00:00:00,36
07/01/2022 00:00:00,55
08/01/2022 00:00:00,56
10/01/2022 00:00:00,56
11/01/2022 00:00:00,54
12/01/2022 00:00:00,55
