,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,100
2015-05-01 00:00:00,48
2015-08-01 00:00:00,65
2016-07-01 00:00:00,86
2016-12-01 00:00:00,23
2017-01-01 00:00:00,50
2017-02-01 00:00:00,77
2017-06-01 00:00:00,21
2017-07-01 00:00:00,25
2017-08-01 00:00:00,45
2017-09-01 00:00:00,21
2017-11-01 00:00:00,75
2017-12-01 00:00:00,57
2018-02-01 00:00:00,71
2018-05-01 00:00:00,67
2018-08-01 00:00:00,66
2018-09-01 00:00:00,47
2018-11-01 00:00:00,57
2019-01-01 00:00:00,35
2019-02-01 00:00:00,25
2019-03-01 00:00:00,49
2019-04-01 00:00:00,88
2019-07-01 00:00:00,75
2019-08-01 00:00:00,33
2019-09-01 00:00:00,19
2019-10-01 00:00:00,81
2019-12-01 00:00:00,37
2020-01-01 00:00:00,58
2020-02-01 00:00:00,23
2020-03-01 00:00:00,19
2020-06-01 00:00:00,29
2020-07-01 00:00:00,26
2020-08-01 00:00:00,28
2020-09-01 00:00:00,18
2020-11-01 00:00:00,15
2020-12-01 00:00:00,32
2021-01-01 00:00:00,31
2021-02-01 00:00:00,30
2021-03-01 00:00:00,18
2021-04-01 00:00:00,21
2021-07-01 00:00:00,71
2021-09-01 00:00:00,57
2021-11-01 00:00:00,22
2022-02-01 00:00:00,18
2022-03-01 00:00:00,56
2022-04-01 00:00:00,23
2022-05-01 00:00:00,47
2022-07-01 00:00:00,36
2022-08-01 00:00:00,28
2022-09-01 00:00:00,31
2022-11-01 00:00:00,61
2022-12-01 00:00:00,19
