,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,40
2015-03-01 00:00:00,26
2015-04-01 00:00:00,100
2015-08-01 00:00:00,24
2015-11-01 00:00:00,27
2015-12-01 00:00:00,28
2016-01-01 00:00:00,12
2016-02-01 00:00:00,20
2016-04-01 00:00:00,36
2016-05-01 00:00:00,47
2016-08-01 00:00:00,51
2016-09-01 00:00:00,31
2016-12-01 00:00:00,33
2017-01-01 00:00:00,32
2017-04-01 00:00:00,43
2017-05-01 00:00:00,26
2017-06-01 00:00:00,27
2017-07-01 00:00:00,25
2017-08-01 00:00:00,17
2017-10-01 00:00:00,27
2017-11-01 00:00:00,41
2017-12-01 00:00:00,32
2018-02-01 00:00:00,35
2018-03-01 00:00:00,21
2018-05-01 00:00:00,12
2018-06-01 00:00:00,22
2018-07-01 00:00:00,13
2018-09-01 00:00:00,30
2018-10-01 00:00:00,32
2018-11-01 00:00:00,33
2018-12-01 00:00:00,19
2019-02-01 00:00:00,19
2019-04-01 00:00:00,29
2019-05-01 00:00:00,89
2019-06-01 00:00:00,14
2019-09-01 00:00:00,32
2019-11-01 00:00:00,41
2020-02-01 00:00:00,26
2020-05-01 00:00:00,13
2020-07-01 00:00:00,29
2020-08-01 00:00:00,18
2020-10-01 00:00:00,45
2020-12-01 00:00:00,24
2021-01-01 00:00:00,21
2021-03-01 00:00:00,26
2021-08-01 00:00:00,16
2021-11-01 00:00:00,48
2021-12-01 00:00:00,13
2022-02-01 00:00:00,16
2022-04-01 00:00:00,22
2022-05-01 00:00:00,11
2022-07-01 00:00:00,23
2022-08-01 00:00:00,25
2022-09-01 00:00:00,15
