,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,53
2015-02-01 00:00:00,40
2015-03-01 00:00:00,26
2015-04-01 00:00:00,18
2015-05-01 00:00:00,29
2015-06-01 00:00:00,18
2015-07-01 00:00:00,100
2015-10-01 00:00:00,48
2015-11-01 00:00:00,86
2016-02-01 00:00:00,19
2016-05-01 00:00:00,83
2016-08-01 00:00:00,41
2016-09-01 00:00:00,68
2016-10-01 00:00:00,68
2016-12-01 00:00:00,50
2017-01-01 00:00:00,31
2017-02-01 00:00:00,16
2017-05-01 00:00:00,37
2017-06-01 00:00:00,40
2017-07-01 00:00:00,33
2017-08-01 00:00:00,39
2017-09-01 00:00:00,29
2017-10-01 00:00:00,38
2017-11-01 00:00:00,20
2017-12-01 00:00:00,17
2018-01-01 00:00:00,40
2018-02-01 00:00:00,27
2018-03-01 00:00:00,67
2018-04-01 00:00:00,15
2018-05-01 00:00:00,32
2018-06-01 00:00:00,66
2018-07-01 00:00:00,22
2018-08-01 00:00:00,34
2018-09-01 00:00:00,30
2018-12-01 00:00:00,18
2019-01-01 00:00:00,20
2019-02-01 00:00:00,20
2019-03-01 00:00:00,29
2019-05-01 00:00:00,46
2019-08-01 00:00:00,15
2019-11-01 00:00:00,29
2019-12-01 00:00:00,36
2020-01-01 00:00:00,52
2020-02-01 00:00:00,15
2020-03-01 00:00:00,31
2020-04-01 00:00:00,14
2020-05-01 00:00:00,41
2020-06-01 00:00:00,36
2020-07-01 00:00:00,19
2020-08-01 00:00:00,21
2020-09-01 00:00:00,13
2020-11-01 00:00:00,44
2021-02-01 00:00:00,42
2021-03-01 00:00:00,27
2021-04-01 00:00:00,13
2021-05-01 00:00:00,41
2021-06-01 00:00:00,55
2021-07-01 00:00:00,17
2021-09-01 00:00:00,38
2021-10-01 00:00:00,33
2021-12-01 00:00:00,51
2022-02-01 00:00:00,81
2022-03-01 00:00:00,16
2022-06-01 00:00:00,16
2022-08-01 00:00:00,28
2022-09-01 00:00:00,20
2022-10-01 00:00:00,44
2022-11-01 00:00:00,67
2022-12-01 00:00:00,34
