,MVT_GT_New Orleans LA
05/01/2015 00:00:00,91
10/01/2015 00:00:00,69
04/01/2016 00:00:00,39
06/01/2016 00:00:00,63
08/01/2016 00:00:00,50
05/01/2017 00:00:00,35
06/01/2017 00:00:00,43
07/01/2017 00:00:00,44
09/01/2017 00:00:00,38
10/01/2017 00:00:00,37
11/01/2017 00:00:00,40
12/01/2017 00:00:00,38
02/01/2018 00:00:00,40
08/01/2018 00:00:00,66
09/01/2018 00:00:00,53
11/01/2018 00:00:00,47
12/01/2018 00:00:00,33
05/01/2019 00:00:00,61
06/01/2019 00:00:00,43
11/01/2019 00:00:00,33
12/01/2019 00:00:00,55
01/01/2020 00:00:00,100
02/01/2020 00:00:00,29
04/01/2020 00:00:00,60
05/01/2020 00:00:00,26
07/01/2020 00:00:00,32
08/01/2020 00:00:00,40
09/01/2020 00:00:00,29
10/01/2020 00:00:00,37
11/01/2020 00:00:00,46
12/01/2020 00:00:00,44
04/01/2021 00:00:00,42
12/01/2021 00:00:00,46
01/01/2022 00:00:00,56
02/01/2022 00:00:00,55
03/01/2022 00:00:00,49
04/01/2022 00:00:00,68
05/01/2022 00:00:00,40
07/01/2022 00:00:00,62
08/01/2022 00:00:00,45
10/01/2022 00:00:00,41
11/01/2022 00:00:00,83
12/01/2022 00:00:00,33
