,MVT_GT_Tucson AZ
2015-02-01 00:00:00,100
2015-04-01 00:00:00,44
2015-07-01 00:00:00,75
2015-08-01 00:00:00,34
2015-09-01 00:00:00,58
2015-11-01 00:00:00,55
2016-01-01 00:00:00,56
2016-02-01 00:00:00,28
2016-09-01 00:00:00,41
2017-01-01 00:00:00,34
2017-02-01 00:00:00,35
2017-04-01 00:00:00,28
2017-10-01 00:00:00,49
2017-12-01 00:00:00,81
2018-03-01 00:00:00,33
2018-04-01 00:00:00,59
2018-05-01 00:00:00,90
2018-08-01 00:00:00,62
2018-10-01 00:00:00,28
2019-04-01 00:00:00,68
2019-05-01 00:00:00,31
2019-06-01 00:00:00,35
2019-11-01 00:00:00,55
2020-02-01 00:00:00,72
2020-05-01 00:00:00,29
2020-08-01 00:00:00,31
2020-10-01 00:00:00,35
2021-02-01 00:00:00,30
2021-05-01 00:00:00,20
2021-08-01 00:00:00,25
2021-12-01 00:00:00,27
2022-03-01 00:00:00,55
2022-04-01 00:00:00,32
2022-08-01 00:00:00,43
2022-09-01 00:00:00,94
2022-10-01 00:00:00,21
2022-11-01 00:00:00,34
2022-12-01 00:00:00,36
