,MVT_GT_Cincinnati OH
02/01/2016 00:00:00,68
03/01/2016 00:00:00,67
06/01/2016 00:00:00,69
07/01/2016 00:00:00,56
10/01/2016 00:00:00,59
11/01/2016 00:00:00,61
01/01/2017 00:00:00,37
02/01/2017 00:00:00,45
03/01/2017 00:00:00,44
05/01/2017 00:00:00,38
06/01/2017 00:00:00,66
07/01/2017 00:00:00,75
12/01/2017 00:00:00,54
02/01/2018 00:00:00,45
03/01/2018 00:00:00,38
07/01/2018 00:00:00,49
08/01/2018 00:00:00,63
10/01/2018 00:00:00,46
12/01/2018 00:00:00,35
02/01/2019 00:00:00,51
04/01/2019 00:00:00,35
05/01/2019 00:00:00,35
07/01/2019 00:00:00,37
08/01/2019 00:00:00,62
09/01/2019 00:00:00,51
10/01/2019 00:00:00,49
11/01/2019 00:00:00,29
12/01/2019 00:00:00,30
01/01/2020 00:00:00,47
02/01/2020 00:00:00,35
03/01/2020 00:00:00,64
05/01/2020 00:00:00,33
07/01/2020 00:00:00,31
08/01/2020 00:00:00,48
09/01/2020 00:00:00,37
10/01/2020 00:00:00,33
11/01/2020 00:00:00,38
12/01/2020 00:00:00,48
01/01/2021 00:00:00,46
03/01/2021 00:00:00,48
05/01/2021 00:00:00,33
06/01/2021 00:00:00,70
08/01/2021 00:00:00,54
10/01/2021 00:00:00,91
11/01/2021 00:00:00,44
01/01/2022 00:00:00,46
02/01/2022 00:00:00,57
03/01/2022 00:00:00,70
04/01/2022 00:00:00,34
06/01/2022 00:00:00,36
07/01/2022 00:00:00,70
08/01/2022 00:00:00,56
09/01/2022 00:00:00,73
10/01/2022 00:00:00,58
11/01/2022 00:00:00,53
12/01/2022 00:00:00,100
