,MVT_GT_Denver CO
2015-04-01 00:00:00,16
2015-07-01 00:00:00,28
2015-09-01 00:00:00,25
2016-02-01 00:00:00,31
2016-05-01 00:00:00,27
2016-08-01 00:00:00,26
2016-09-01 00:00:00,41
2016-11-01 00:00:00,41
2016-12-01 00:00:00,35
2017-02-01 00:00:00,45
2017-03-01 00:00:00,36
2017-04-01 00:00:00,27
2017-05-01 00:00:00,33
2017-06-01 00:00:00,50
2017-07-01 00:00:00,25
2017-09-01 00:00:00,39
2017-12-01 00:00:00,38
2018-03-01 00:00:00,36
2018-04-01 00:00:00,35
2018-05-01 00:00:00,26
2018-09-01 00:00:00,43
2018-11-01 00:00:00,38
2019-01-01 00:00:00,43
2019-02-01 00:00:00,43
2019-03-01 00:00:00,40
2019-04-01 00:00:00,41
2019-07-01 00:00:00,43
2019-08-01 00:00:00,31
2019-09-01 00:00:00,39
2019-11-01 00:00:00,30
2020-01-01 00:00:00,49
2020-04-01 00:00:00,47
2020-06-01 00:00:00,44
2020-11-01 00:00:00,52
2021-01-01 00:00:00,64
2021-05-01 00:00:00,66
2021-06-01 00:00:00,73
2021-09-01 00:00:00,61
2021-10-01 00:00:00,68
2021-11-01 00:00:00,66
2022-01-01 00:00:00,100
2022-06-01 00:00:00,89
2022-08-01 00:00:00,96
2022-10-01 00:00:00,93
2022-11-01 00:00:00,81
