,MVT_GT_Cincinnati OH
09/01/2015 00:00:00,56
01/01/2016 00:00:00,36
03/01/2016 00:00:00,76
05/01/2016 00:00:00,47
06/01/2016 00:00:00,64
10/01/2016 00:00:00,78
11/01/2016 00:00:00,87
02/01/2017 00:00:00,36
03/01/2017 00:00:00,42
07/01/2017 00:00:00,52
08/01/2017 00:00:00,46
11/01/2017 00:00:00,40
12/01/2017 00:00:00,59
01/01/2018 00:00:00,77
03/01/2018 00:00:00,82
07/01/2018 00:00:00,36
08/01/2018 00:00:00,34
09/01/2018 00:00:00,36
10/01/2018 00:00:00,35
02/01/2019 00:00:00,61
04/01/2019 00:00:00,46
05/01/2019 00:00:00,42
06/01/2019 00:00:00,38
07/01/2019 00:00:00,33
08/01/2019 00:00:00,96
09/01/2019 00:00:00,43
10/01/2019 00:00:00,32
11/01/2019 00:00:00,36
12/01/2019 00:00:00,40
01/01/2020 00:00:00,54
02/01/2020 00:00:00,46
03/01/2020 00:00:00,42
05/01/2020 00:00:00,39
07/01/2020 00:00:00,35
08/01/2020 00:00:00,51
10/01/2020 00:00:00,34
12/01/2020 00:00:00,45
01/01/2021 00:00:00,99
03/01/2021 00:00:00,68
06/01/2021 00:00:00,72
08/01/2021 00:00:00,33
10/01/2021 00:00:00,82
11/01/2021 00:00:00,46
12/01/2021 00:00:00,45
01/01/2022 00:00:00,60
02/01/2022 00:00:00,41
03/01/2022 00:00:00,78
04/01/2022 00:00:00,58
05/01/2022 00:00:00,31
07/01/2022 00:00:00,78
08/01/2022 00:00:00,72
09/01/2022 00:00:00,100
10/01/2022 00:00:00,81
11/01/2022 00:00:00,35
12/01/2022 00:00:00,94
