,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,36
2015-02-01 00:00:00,100
2015-10-01 00:00:00,35
2016-01-01 00:00:00,32
2016-02-01 00:00:00,19
2016-03-01 00:00:00,17
2016-04-01 00:00:00,15
2016-05-01 00:00:00,21
2016-06-01 00:00:00,27
2016-07-01 00:00:00,52
2016-08-01 00:00:00,42
2016-09-01 00:00:00,41
2016-10-01 00:00:00,15
2016-12-01 00:00:00,56
2017-01-01 00:00:00,16
2017-02-01 00:00:00,22
2017-03-01 00:00:00,20
2017-04-01 00:00:00,11
2017-08-01 00:00:00,21
2017-09-01 00:00:00,41
2017-10-01 00:00:00,43
2017-11-01 00:00:00,15
2017-12-01 00:00:00,17
2018-01-01 00:00:00,19
2018-02-01 00:00:00,50
2018-03-01 00:00:00,35
2018-04-01 00:00:00,42
2018-06-01 00:00:00,45
2018-07-01 00:00:00,16
2018-10-01 00:00:00,25
2018-11-01 00:00:00,23
2019-01-01 00:00:00,16
2019-02-01 00:00:00,24
2019-03-01 00:00:00,36
2019-04-01 00:00:00,26
2019-05-01 00:00:00,49
2019-06-01 00:00:00,36
2019-07-01 00:00:00,54
2019-08-01 00:00:00,35
2019-09-01 00:00:00,12
2019-10-01 00:00:00,31
2019-12-01 00:00:00,11
2020-01-01 00:00:00,24
2020-02-01 00:00:00,21
2020-03-01 00:00:00,21
2020-04-01 00:00:00,29
2020-05-01 00:00:00,15
2020-07-01 00:00:00,31
2020-11-01 00:00:00,12
2020-12-01 00:00:00,18
2021-01-01 00:00:00,46
2021-02-01 00:00:00,31
2021-03-01 00:00:00,48
2021-04-01 00:00:00,26
2021-05-01 00:00:00,25
2021-06-01 00:00:00,26
2021-07-01 00:00:00,23
2021-08-01 00:00:00,14
2021-11-01 00:00:00,22
2021-12-01 00:00:00,14
2022-01-01 00:00:00,13
2022-02-01 00:00:00,15
2022-03-01 00:00:00,8
2022-04-01 00:00:00,22
2022-05-01 00:00:00,17
2022-08-01 00:00:00,36
2022-09-01 00:00:00,19
2022-10-01 00:00:00,26
2022-12-01 00:00:00,38
