,MVT_GT_El Paso TX
2015-09-01 00:00:00,38
2016-03-01 00:00:00,33
2016-04-01 00:00:00,56
2016-06-01 00:00:00,100
2016-11-01 00:00:00,81
2017-01-01 00:00:00,93
2017-07-01 00:00:00,53
2017-08-01 00:00:00,64
2017-09-01 00:00:00,75
2017-11-01 00:00:00,73
2018-03-01 00:00:00,63
2018-04-01 00:00:00,65
2018-08-01 00:00:00,66
2019-02-01 00:00:00,49
2019-04-01 00:00:00,64
2019-07-01 00:00:00,33
2019-08-01 00:00:00,80
2019-09-01 00:00:00,39
2020-01-01 00:00:00,50
2020-02-01 00:00:00,38
2020-04-01 00:00:00,20
2020-05-01 00:00:00,39
2020-06-01 00:00:00,85
2020-12-01 00:00:00,41
2021-01-01 00:00:00,26
2021-02-01 00:00:00,29
2021-03-01 00:00:00,25
2021-05-01 00:00:00,52
2021-07-01 00:00:00,34
2021-08-01 00:00:00,47
2022-01-01 00:00:00,43
2022-02-01 00:00:00,83
2022-03-01 00:00:00,59
2022-04-01 00:00:00,66
2022-05-01 00:00:00,75
2022-07-01 00:00:00,25
2022-08-01 00:00:00,41
2022-09-01 00:00:00,37
2022-12-01 00:00:00,47
