,MVT_GT_Cincinnati OH
2015-04-01 00:00:00,47
2015-05-01 00:00:00,100
2016-03-01 00:00:00,64
2016-04-01 00:00:00,36
2016-05-01 00:00:00,34
2016-06-01 00:00:00,42
2016-07-01 00:00:00,43
2016-08-01 00:00:00,37
2016-09-01 00:00:00,33
2016-10-01 00:00:00,52
2016-11-01 00:00:00,37
2017-01-01 00:00:00,34
2017-02-01 00:00:00,44
2017-03-01 00:00:00,46
2017-07-01 00:00:00,61
2017-10-01 00:00:00,32
2017-12-01 00:00:00,68
2018-01-01 00:00:00,36
2018-02-01 00:00:00,40
2018-03-01 00:00:00,56
2018-04-01 00:00:00,35
2018-07-01 00:00:00,29
2018-08-01 00:00:00,53
2018-09-01 00:00:00,31
2019-02-01 00:00:00,42
2019-04-01 00:00:00,36
2019-07-01 00:00:00,36
2019-08-01 00:00:00,72
2019-09-01 00:00:00,32
2019-11-01 00:00:00,26
2019-12-01 00:00:00,33
2020-01-01 00:00:00,47
2020-03-01 00:00:00,35
2020-05-01 00:00:00,50
2020-06-01 00:00:00,28
2020-08-01 00:00:00,51
2020-09-01 00:00:00,30
2020-10-01 00:00:00,28
2020-11-01 00:00:00,31
2020-12-01 00:00:00,36
2021-02-01 00:00:00,34
2021-03-01 00:00:00,44
2021-05-01 00:00:00,33
2021-06-01 00:00:00,57
2021-07-01 00:00:00,37
2021-08-01 00:00:00,33
2021-09-01 00:00:00,39
2021-10-01 00:00:00,74
2021-11-01 00:00:00,40
2021-12-01 00:00:00,43
2022-01-01 00:00:00,52
2022-02-01 00:00:00,38
2022-03-01 00:00:00,35
2022-04-01 00:00:00,48
2022-07-01 00:00:00,87
2022-08-01 00:00:00,60
2022-09-01 00:00:00,82
2022-10-01 00:00:00,83
2022-12-01 00:00:00,89
