,MVT_GT_Tucson AZ
2015-02-01 00:00:00,84
2015-03-01 00:00:00,36
2015-04-01 00:00:00,56
2015-06-01 00:00:00,28
2015-07-01 00:00:00,28
2015-08-01 00:00:00,54
2015-09-01 00:00:00,100
2016-01-01 00:00:00,37
2016-03-01 00:00:00,22
2016-05-01 00:00:00,34
2016-08-01 00:00:00,22
2016-09-01 00:00:00,54
2016-12-01 00:00:00,25
2017-01-01 00:00:00,28
2017-05-01 00:00:00,61
2017-08-01 00:00:00,18
2017-11-01 00:00:00,36
2018-01-01 00:00:00,21
2018-04-01 00:00:00,68
2018-08-01 00:00:00,82
2018-10-01 00:00:00,17
2018-12-01 00:00:00,29
2019-04-01 00:00:00,48
2019-05-01 00:00:00,36
2019-06-01 00:00:00,25
2019-08-01 00:00:00,50
2019-11-01 00:00:00,22
2019-12-01 00:00:00,86
2020-01-01 00:00:00,37
2020-02-01 00:00:00,19
2020-08-01 00:00:00,62
2020-11-01 00:00:00,21
2020-12-01 00:00:00,23
2021-02-01 00:00:00,21
2021-08-01 00:00:00,42
2021-12-01 00:00:00,21
2022-01-01 00:00:00,40
2022-02-01 00:00:00,18
2022-03-01 00:00:00,42
2022-07-01 00:00:00,32
2022-08-01 00:00:00,26
2022-09-01 00:00:00,37
2022-11-01 00:00:00,23
