,MVT_GT_New Orleans LA
01/01/2015 00:00:00,35
10/01/2015 00:00:00,100
07/01/2016 00:00:00,40
08/01/2016 00:00:00,49
10/01/2016 00:00:00,38
01/01/2017 00:00:00,28
05/01/2017 00:00:00,38
06/01/2017 00:00:00,43
08/01/2017 00:00:00,41
10/01/2017 00:00:00,32
11/01/2017 00:00:00,31
03/01/2018 00:00:00,34
08/01/2018 00:00:00,31
09/01/2018 00:00:00,48
11/01/2018 00:00:00,32
12/01/2018 00:00:00,53
01/01/2019 00:00:00,33
02/01/2019 00:00:00,33
05/01/2019 00:00:00,32
06/01/2019 00:00:00,55
07/01/2019 00:00:00,39
11/01/2019 00:00:00,31
12/01/2019 00:00:00,43
01/01/2020 00:00:00,42
02/01/2020 00:00:00,34
03/01/2020 00:00:00,26
04/01/2020 00:00:00,55
06/01/2020 00:00:00,28
08/01/2020 00:00:00,28
09/01/2020 00:00:00,31
11/01/2020 00:00:00,26
01/01/2021 00:00:00,37
04/01/2021 00:00:00,31
05/01/2021 00:00:00,29
11/01/2021 00:00:00,28
12/01/2021 00:00:00,36
02/01/2022 00:00:00,46
03/01/2022 00:00:00,42
04/01/2022 00:00:00,53
05/01/2022 00:00:00,34
07/01/2022 00:00:00,42
09/01/2022 00:00:00,38
10/01/2022 00:00:00,33
11/01/2022 00:00:00,40
12/01/2022 00:00:00,31
