,MVT_GT_New Orleans LA
03/01/2015 00:00:00,88
05/01/2016 00:00:00,44
08/01/2016 00:00:00,72
02/01/2017 00:00:00,48
06/01/2017 00:00:00,57
07/01/2017 00:00:00,39
08/01/2017 00:00:00,38
10/01/2017 00:00:00,55
11/01/2017 00:00:00,41
12/01/2017 00:00:00,47
01/01/2018 00:00:00,38
02/01/2018 00:00:00,43
04/01/2018 00:00:00,40
08/01/2018 00:00:00,35
11/01/2018 00:00:00,47
12/01/2018 00:00:00,64
03/01/2019 00:00:00,47
05/01/2019 00:00:00,62
06/01/2019 00:00:00,52
07/01/2019 00:00:00,63
09/01/2019 00:00:00,30
12/01/2019 00:00:00,36
01/01/2020 00:00:00,64
02/01/2020 00:00:00,60
03/01/2020 00:00:00,27
04/01/2020 00:00:00,52
05/01/2020 00:00:00,40
07/01/2020 00:00:00,30
08/01/2020 00:00:00,38
09/01/2020 00:00:00,40
05/01/2021 00:00:00,35
07/01/2021 00:00:00,33
08/01/2021 00:00:00,45
12/01/2021 00:00:00,54
01/01/2022 00:00:00,39
02/01/2022 00:00:00,82
03/01/2022 00:00:00,32
04/01/2022 00:00:00,65
05/01/2022 00:00:00,39
07/01/2022 00:00:00,92
08/01/2022 00:00:00,41
10/01/2022 00:00:00,55
11/01/2022 00:00:00,100
12/01/2022 00:00:00,50
