,MVT_GT_New Orleans LA
03/01/2016 00:00:00,47
10/01/2016 00:00:00,36
01/01/2017 00:00:00,26
03/01/2017 00:00:00,36
04/01/2017 00:00:00,30
05/01/2017 00:00:00,29
07/01/2017 00:00:00,45
09/01/2017 00:00:00,47
10/01/2017 00:00:00,32
11/01/2017 00:00:00,38
12/01/2017 00:00:00,36
01/01/2018 00:00:00,29
05/01/2018 00:00:00,24
08/01/2018 00:00:00,27
12/01/2018 00:00:00,100
03/01/2019 00:00:00,36
05/01/2019 00:00:00,33
06/01/2019 00:00:00,42
07/01/2019 00:00:00,32
09/01/2019 00:00:00,33
12/01/2019 00:00:00,26
01/01/2020 00:00:00,61
02/01/2020 00:00:00,26
03/01/2020 00:00:00,45
04/01/2020 00:00:00,42
06/01/2020 00:00:00,25
08/01/2020 00:00:00,24
09/01/2020 00:00:00,25
10/01/2020 00:00:00,25
12/01/2020 00:00:00,24
04/01/2021 00:00:00,26
07/01/2021 00:00:00,36
10/01/2021 00:00:00,46
12/01/2021 00:00:00,42
02/01/2022 00:00:00,28
03/01/2022 00:00:00,38
04/01/2022 00:00:00,42
05/01/2022 00:00:00,22
07/01/2022 00:00:00,55
08/01/2022 00:00:00,31
09/01/2022 00:00:00,39
10/01/2022 00:00:00,41
11/01/2022 00:00:00,31
12/01/2022 00:00:00,48
