,MVT_GT_New Orleans LA
01/01/2015 00:00:00,61
03/01/2016 00:00:00,56
08/01/2016 00:00:00,76
10/01/2016 00:00:00,52
01/01/2017 00:00:00,100
02/01/2017 00:00:00,62
03/01/2017 00:00:00,77
06/01/2017 00:00:00,75
09/01/2017 00:00:00,52
10/01/2017 00:00:00,61
12/01/2017 00:00:00,45
02/01/2018 00:00:00,45
04/01/2018 00:00:00,60
09/01/2018 00:00:00,45
12/01/2018 00:00:00,81
04/01/2019 00:00:00,41
05/01/2019 00:00:00,98
06/01/2019 00:00:00,73
07/01/2019 00:00:00,90
12/01/2019 00:00:00,52
01/01/2020 00:00:00,92
02/01/2020 00:00:00,38
04/01/2020 00:00:00,54
07/01/2020 00:00:00,40
08/01/2020 00:00:00,55
09/01/2020 00:00:00,57
12/01/2020 00:00:00,40
01/01/2021 00:00:00,37
03/01/2021 00:00:00,45
11/01/2021 00:00:00,69
12/01/2021 00:00:00,43
01/01/2022 00:00:00,59
02/01/2022 00:00:00,50
03/01/2022 00:00:00,65
04/01/2022 00:00:00,73
07/01/2022 00:00:00,56
08/01/2022 00:00:00,57
10/01/2022 00:00:00,57
11/01/2022 00:00:00,55
12/01/2022 00:00:00,56
