,MVT_GT_Cincinnati OH
03/01/2015 00:00:00,48
03/01/2016 00:00:00,53
06/01/2016 00:00:00,37
10/01/2016 00:00:00,47
11/01/2016 00:00:00,43
12/01/2016 00:00:00,38
02/01/2017 00:00:00,64
03/01/2017 00:00:00,29
07/01/2017 00:00:00,60
12/01/2017 00:00:00,36
03/01/2018 00:00:00,65
04/01/2018 00:00:00,35
06/01/2018 00:00:00,34
07/01/2018 00:00:00,28
08/01/2018 00:00:00,43
09/01/2018 00:00:00,30
10/01/2018 00:00:00,37
12/01/2018 00:00:00,40
01/01/2019 00:00:00,26
02/01/2019 00:00:00,44
04/01/2019 00:00:00,28
05/01/2019 00:00:00,26
06/01/2019 00:00:00,32
07/01/2019 00:00:00,40
08/01/2019 00:00:00,100
09/01/2019 00:00:00,35
11/01/2019 00:00:00,33
01/01/2020 00:00:00,37
02/01/2020 00:00:00,24
03/01/2020 00:00:00,46
04/01/2020 00:00:00,21
05/01/2020 00:00:00,26
06/01/2020 00:00:00,35
07/01/2020 00:00:00,23
08/01/2020 00:00:00,44
09/01/2020 00:00:00,37
10/01/2020 00:00:00,36
11/01/2020 00:00:00,34
12/01/2020 00:00:00,39
01/01/2021 00:00:00,27
02/01/2021 00:00:00,33
03/01/2021 00:00:00,29
05/01/2021 00:00:00,33
06/01/2021 00:00:00,49
07/01/2021 00:00:00,29
08/01/2021 00:00:00,27
09/01/2021 00:00:00,35
10/01/2021 00:00:00,81
11/01/2021 00:00:00,38
12/01/2021 00:00:00,35
01/01/2022 00:00:00,36
02/01/2022 00:00:00,31
03/01/2022 00:00:00,51
04/01/2022 00:00:00,41
05/01/2022 00:00:00,25
06/01/2022 00:00:00,31
07/01/2022 00:00:00,75
08/01/2022 00:00:00,63
09/01/2022 00:00:00,72
10/01/2022 00:00:00,72
11/01/2022 00:00:00,41
12/01/2022 00:00:00,86
