,MVT_GT_New Orleans LA
03/01/2016 00:00:00,63
08/01/2016 00:00:00,75
10/01/2016 00:00:00,54
02/01/2017 00:00:00,96
09/01/2017 00:00:00,55
10/01/2017 00:00:00,47
11/01/2017 00:00:00,86
12/01/2017 00:00:00,50
01/01/2018 00:00:00,53
02/01/2018 00:00:00,77
03/01/2018 00:00:00,71
04/01/2018 00:00:00,53
05/01/2018 00:00:00,60
07/01/2018 00:00:00,46
08/01/2018 00:00:00,60
09/01/2018 00:00:00,58
10/01/2018 00:00:00,46
11/01/2018 00:00:00,97
12/01/2018 00:00:00,91
01/01/2019 00:00:00,58
05/01/2019 00:00:00,59
06/01/2019 00:00:00,79
07/01/2019 00:00:00,63
09/01/2019 00:00:00,78
11/01/2019 00:00:00,84
01/01/2020 00:00:00,100
03/01/2020 00:00:00,41
04/01/2020 00:00:00,83
05/01/2020 00:00:00,61
06/01/2020 00:00:00,38
08/01/2020 00:00:00,53
09/01/2020 00:00:00,49
10/01/2020 00:00:00,47
11/01/2020 00:00:00,71
12/01/2020 00:00:00,50
01/01/2021 00:00:00,42
03/01/2021 00:00:00,59
04/01/2021 00:00:00,46
12/01/2021 00:00:00,58
01/01/2022 00:00:00,61
03/01/2022 00:00:00,49
04/01/2022 00:00:00,96
07/01/2022 00:00:00,87
09/01/2022 00:00:00,53
11/01/2022 00:00:00,76
12/01/2022 00:00:00,47
