,MVT_GT_Omaha NE
2015-02-01 00:00:00,22
2015-03-01 00:00:00,20
2015-06-01 00:00:00,25
2015-07-01 00:00:00,26
2015-09-01 00:00:00,39
2015-10-01 00:00:00,44
2015-11-01 00:00:00,21
2016-01-01 00:00:00,27
2016-06-01 00:00:00,24
2016-07-01 00:00:00,27
2016-08-01 00:00:00,40
2016-09-01 00:00:00,19
2016-11-01 00:00:00,38
2016-12-01 00:00:00,18
2017-01-01 00:00:00,25
2017-03-01 00:00:00,29
2017-04-01 00:00:00,73
2017-05-01 00:00:00,36
2017-06-01 00:00:00,28
2017-07-01 00:00:00,51
2017-08-01 00:00:00,27
2017-09-01 00:00:00,55
2017-10-01 00:00:00,25
2017-12-01 00:00:00,22
2018-01-01 00:00:00,50
2018-02-01 00:00:00,32
2018-03-01 00:00:00,30
2018-05-01 00:00:00,35
2018-06-01 00:00:00,18
2018-07-01 00:00:00,22
2018-09-01 00:00:00,24
2018-10-01 00:00:00,30
2018-11-01 00:00:00,16
2019-03-01 00:00:00,35
2019-04-01 00:00:00,27
2019-05-01 00:00:00,60
2019-08-01 00:00:00,69
2019-11-01 00:00:00,46
2019-12-01 00:00:00,15
2020-01-01 00:00:00,21
2020-02-01 00:00:00,54
2020-04-01 00:00:00,24
2020-05-01 00:00:00,31
2020-06-01 00:00:00,32
2020-10-01 00:00:00,59
2020-12-01 00:00:00,100
2021-02-01 00:00:00,29
2021-03-01 00:00:00,15
2021-04-01 00:00:00,16
2021-07-01 00:00:00,29
2021-08-01 00:00:00,27
2021-09-01 00:00:00,34
2021-10-01 00:00:00,30
2021-11-01 00:00:00,16
2021-12-01 00:00:00,50
2022-02-01 00:00:00,18
2022-03-01 00:00:00,44
2022-04-01 00:00:00,65
2022-07-01 00:00:00,21
2022-08-01 00:00:00,35
2022-09-01 00:00:00,35
2022-10-01 00:00:00,48
2022-11-01 00:00:00,37
2022-12-01 00:00:00,48
