,MVT_GT_New Orleans LA
11/01/2015 00:00:00,79
03/01/2016 00:00:00,71
06/01/2016 00:00:00,66
08/01/2016 00:00:00,54
10/01/2016 00:00:00,57
11/01/2016 00:00:00,62
12/01/2016 00:00:00,69
01/01/2017 00:00:00,50
06/01/2017 00:00:00,56
07/01/2017 00:00:00,92
10/01/2017 00:00:00,48
11/01/2017 00:00:00,43
02/01/2018 00:00:00,59
03/01/2018 00:00:00,44
05/01/2018 00:00:00,46
08/01/2018 00:00:00,47
11/01/2018 00:00:00,48
12/01/2018 00:00:00,81
05/01/2019 00:00:00,86
06/01/2019 00:00:00,60
07/01/2019 00:00:00,76
11/01/2019 00:00:00,60
12/01/2019 00:00:00,42
01/01/2020 00:00:00,89
03/01/2020 00:00:00,38
04/01/2020 00:00:00,71
05/01/2020 00:00:00,44
06/01/2020 00:00:00,41
07/01/2020 00:00:00,49
08/01/2020 00:00:00,49
09/01/2020 00:00:00,50
10/01/2020 00:00:00,69
12/01/2021 00:00:00,63
01/01/2022 00:00:00,100
02/01/2022 00:00:00,74
03/01/2022 00:00:00,56
04/01/2022 00:00:00,62
07/01/2022 00:00:00,78
08/01/2022 00:00:00,51
09/01/2022 00:00:00,54
11/01/2022 00:00:00,62
12/01/2022 00:00:00,39
