,MVT_GT_New Orleans LA
01/01/2015 00:00:00,56
06/01/2015 00:00:00,77
07/01/2015 00:00:00,91
01/01/2016 00:00:00,63
07/01/2016 00:00:00,53
08/01/2016 00:00:00,100
02/01/2017 00:00:00,54
05/01/2017 00:00:00,41
07/01/2017 00:00:00,57
09/01/2017 00:00:00,41
10/01/2017 00:00:00,38
11/01/2017 00:00:00,46
12/01/2017 00:00:00,53
02/01/2018 00:00:00,66
04/01/2018 00:00:00,39
11/01/2018 00:00:00,38
12/01/2018 00:00:00,73
05/01/2019 00:00:00,70
06/01/2019 00:00:00,64
07/01/2019 00:00:00,51
11/01/2019 00:00:00,58
12/01/2019 00:00:00,45
01/01/2020 00:00:00,72
03/01/2020 00:00:00,33
04/01/2020 00:00:00,63
07/01/2020 00:00:00,40
08/01/2020 00:00:00,37
09/01/2020 00:00:00,37
10/01/2020 00:00:00,48
12/01/2020 00:00:00,42
01/01/2021 00:00:00,33
02/01/2021 00:00:00,44
03/01/2021 00:00:00,47
04/01/2021 00:00:00,44
05/01/2021 00:00:00,76
06/01/2021 00:00:00,36
01/01/2022 00:00:00,47
02/01/2022 00:00:00,66
03/01/2022 00:00:00,56
04/01/2022 00:00:00,68
05/01/2022 00:00:00,37
07/01/2022 00:00:00,91
08/01/2022 00:00:00,50
09/01/2022 00:00:00,40
10/01/2022 00:00:00,61
11/01/2022 00:00:00,51
12/01/2022 00:00:00,94
